Block group id,OBJECTID,EnviroAtlas Community Code,Value of hospital admissions avoided due to nitrogen dioxide removed ($/yr),Asthma exacerbation avoided due to nitrogen dioxide removed (cases/yr),Value of asthma exacerbation cases avoided due to nitrogen dioxide removed ($/yr),Acute respiratory symptoms avoided due to ozone removed (cases/yr),Value of mortality avoided due to ozone removed ($/yr),Acute respiratory symptoms avoided due to particulate matter [PM2.5] removed (cases/yr),Value of mortality avoided due to particulate matter [PM2.5] removed ($/yr),Asthma exacerbation avoided due to sulfur dioxide removed (cases/yr),Value of asthma exacerbation cases avoided due to sulfur dioxide removed ($/yr),Value of hospital admissions avoided due to sulfur dioxide removed ($/yr),Total Population,Population under 1 year old,Percent population under 1 year old,Population under 13 years old,Percent population under 13 years old,Population over 70 years old,Percent population over 70 years old,"Population other than White, non-Hispanic","Percent population other than White, non-Hispanic",Population with income below twice the US poverty level,Percent population with income below twice the US poverty level,Total carbon stored (kg),Total carbon sequestered (kg/yr),Value of carbon stored ($),Value of carbon sequestered ($/yr),Average reduction in nighttime ambient temperature (Celsius),Average reduction in daytime ambient temperature (Celsius),Carbon monoxide (kg/yr),Nitrogen dioxide (kg/yr),Ozone (kg/yr),Particulate matter [PM2.5] (kg/yr),Sulfur dioxide (kg/yr),Particulate matter [PM10] (kg/yr),"Value of health, ecosystem, and materials damage avoided due to particulate matter [PM10] removed ($/yr)","Value of health, ecosystem, and materials damage avoided due to carbon monoxide removed ($/yr)",Percent annual reduction in streamflow,Reduction in annual runoff (m3/yr),Reduction in median load of total suspended solids [TSS] (kg/yr),Reduction in median biochemical oxygen demand [BOD5] (kg/yr),Reduction in median chemical oxygen demand [COD] (kg/yr),Reduction in median load of total phosphorus (kg/yr),Reduction in mean chemical oxygen demand [COD] (kg/yr),Reduction in mean load of nitrites and nitrates (kg/yr),Total carbon stored (mt),Total carbon sequestered by tree cover (mt/yr),Percent tree cover,Percent impervious area,Percent green space,Percent wetlands,Tree cover per capita (m2/person),Impervious area per capita (m2/person),Green space per capita (m2/person),Total land area in 15m buffer (m2).1,Percent vegetated cover in 15m buffer.1,Residential population within 300m of busy roadway with < 25 percent tree buffer,Residential population within 300m of busy roadway with > 25 percent tree buffer,Residential population within 300m of busy roadway,Percent of residential population within 300m of busy roadway,Percent of busy roadway bordered by > 25 percent tree buffer,Percent of busy roadway bordered by < 25 percent tree buffer,Residential population within 500m of a park entrance,Residential population not within 500m of a park entrance,Percent of residential population within 500m of a park entrance,Percent of residential population not within 500m of a park entrance,Percent carbon monoxide removed annually by tree cover,Percent nitrogen dioxide removed annually by tree cover,Percent ozone removed annually by tree cover,Percent particulate matter [PM10] removed annually by tree cover,Percent particulate matter [PM2.5] removed annually by tree cover,Percent sulfur dioxide removed annually by tree cover,Daily domestic use (x1000 gal/day),bgrp,EnviroAtlas Community Name,State FIPS,County FIPS,Tract FIPS,ORIG_FID
060371973001,41168,LACA,196.09,2.88,241.7,2.93,7025.82,0.44,8045.7,0.03,2.33,5.6,1427,6,0.42,123,8.62,124,8.69,938,65.73,534,36.7,735940.69,37227.69,57771.34,2922.37,0.58,0.65,20.74,238.55,440.95,9.35,11.09,497.33,3529.46,31.31,0.72,333.3,18.16,3.83,14.9,0.09,17.6,0.22,735.94,37.23,34.39,40.19,56.9,0.0,67,78,111,0,-99999.0,34,18,52,3.64,0.0,0.0,1022,405,71.62,28.38,0.0,0.34,0.45,1.15,0.03,0.23,105.6,60371973001,"Los Angeles, CA",6,37,197300,41108
060371973002,41169,LACA,93.04,1.37,114.68,1.39,3333.55,0.21,3817.35,0.01,1.1,2.66,860,8,0.93,91,10.58,47,5.47,593,68.95,257,30.67,270080.49,13662.07,21201.32,1072.47,0.46,0.53,7.61,87.55,161.82,3.43,4.07,182.51,1295.27,11.49,0.61,159.54,8.69,1.83,7.13,0.04,8.42,0.1,270.08,13.66,27.03,52.42,45.52,0.0,41,79,69,0,-99999.0,766,65,831,96.63,0.0,100.0,697,163,81.05,18.95,0.0,0.27,0.36,0.91,0.02,0.18,63.64,60371973002,"Los Angeles, CA",6,37,197300,41109
060371973003,41170,LACA,169.44,2.49,208.86,2.53,6071.2,0.38,6952.33,0.03,2.01,4.84,1622,27,1.66,202,12.45,99,6.1,1086,66.95,763,54.81,496343.36,25107.62,38962.95,1970.95,0.45,0.51,13.99,160.89,297.4,6.31,7.48,335.42,2380.39,21.11,0.58,284.25,15.49,3.27,12.71,0.07,15.01,0.19,496.34,25.11,26.16,50.79,45.98,0.0,40,77,70,0,-99999.0,741,58,799,49.26,0.0,100.0,1612,10,99.38,0.62,0.0,0.26,0.35,0.88,0.02,0.18,120.03,60371973003,"Los Angeles, CA",6,37,197300,41110
060371974101,41171,LACA,199.47,2.8,233.66,2.71,6753.14,0.41,8079.64,0.03,2.49,5.61,1355,12,0.89,155,11.44,108,7.97,676,49.89,397,34.49,1944032.0,98339.2,152606.51,7719.63,0.59,0.67,54.78,630.14,1164.75,24.53,29.29,1317.55,9350.43,82.7,0.65,738.17,40.23,8.49,33.0,0.19,38.98,0.49,1944.03,98.34,34.86,34.55,56.27,0.0,187,185,301,0,-99999.0,208,264,472,34.83,66.03,33.97,1076,279,79.41,20.59,0.0,0.35,0.46,1.17,0.03,0.24,100.27,60371974101,"Los Angeles, CA",6,37,197410,41111
060371974102,41172,LACA,229.79,3.23,269.18,3.13,7779.97,0.47,9307.7,0.04,2.87,6.46,1290,11,0.85,152,11.78,80,6.2,694,53.8,506,37.99,1423542.04,72010.12,111748.05,5652.79,0.71,0.81,40.11,461.43,852.94,17.96,21.45,964.79,6846.97,60.56,0.78,529.38,28.85,6.09,23.66,0.14,27.95,0.35,1423.54,72.01,42.18,33.6,62.81,0.0,143,114,214,0,-99999.0,401,421,822,63.72,52.74,47.26,397,893,30.78,69.22,0.0,0.42,0.55,1.41,0.03,0.29,95.46,60371974102,"Los Angeles, CA",6,37,197410,41112
060371974103,41173,LACA,162.71,2.28,190.6,2.21,5508.69,0.33,6590.64,0.03,2.03,4.57,1059,24,2.27,138,13.03,78,7.37,621,58.64,598,49.26,641445.97,32447.66,50353.51,2547.14,0.61,0.7,18.07,207.92,384.33,8.09,9.67,434.73,3085.24,27.29,0.76,290.81,15.85,3.34,13.0,0.08,15.35,0.19,641.45,32.45,36.4,39.57,58.82,0.0,79,86,127,0,-99999.0,0,0,0,0.0,0.0,0.0,525,534,49.58,50.42,0.0,0.36,0.48,1.22,0.03,0.25,78.37,60371974103,"Los Angeles, CA",6,37,197410,41113
060371974201,41174,LACA,171.56,3.18,266.55,2.49,6257.11,0.38,6828.05,0.03,2.58,4.98,1737,22,1.27,223,12.84,110,6.33,1302,74.96,639,35.07,651243.03,32943.24,51122.58,2586.04,0.43,0.49,18.35,211.1,390.21,8.3,9.81,440.07,3123.12,27.7,0.57,384.43,20.95,4.42,17.18,0.1,20.3,0.25,651.24,32.94,25.19,51.72,41.09,0.0,49,100,80,0,-99999.0,1067,189,1256,72.31,20.96,79.04,85,1652,4.89,95.11,0.0,0.25,0.33,0.85,0.02,0.17,128.54,60371974201,"Los Angeles, CA",6,37,197420,41114
060371974202,41175,LACA,148.43,2.75,230.61,2.16,5413.41,0.33,5907.33,0.03,2.23,4.31,1772,14,0.79,228,12.87,107,6.04,1385,78.16,817,43.11,459054.55,23221.36,36035.78,1822.88,0.37,0.42,12.93,148.8,275.06,5.85,6.92,310.2,2201.45,19.53,0.51,325.89,17.76,3.75,14.57,0.08,17.21,0.21,459.05,23.22,21.37,60.3,38.53,0.0,34,95,61,0,-99999.0,742,80,822,46.39,16.46,83.54,860,912,48.53,51.47,0.0,0.21,0.28,0.72,0.02,0.15,131.13,60371974202,"Los Angeles, CA",6,37,197420,41115
060371975001,41176,LACA,110.41,1.97,166.03,1.67,4147.59,0.25,4526.69,0.02,1.49,3.24,1884,16,0.85,206,10.93,111,5.89,1448,76.86,1226,55.32,271233.99,13720.42,21291.87,1077.05,0.26,0.29,7.64,87.92,162.52,3.49,4.09,182.26,1293.5,11.54,0.35,209.38,11.41,2.41,9.36,0.05,11.06,0.14,271.23,13.72,15.42,69.06,29.99,0.0,19,84,36,0,-99999.0,1632,186,1818,96.5,16.7,83.3,1587,297,84.24,15.76,0.0,0.15,0.2,0.52,0.01,0.11,139.42,60371975001,"Los Angeles, CA",6,37,197500,41116
060371975002,41177,LACA,119.24,2.13,179.3,1.81,4479.17,0.27,4888.56,0.02,1.61,3.5,1253,19,1.52,194,15.48,65,5.19,983,78.45,450,37.47,265774.09,13444.23,20863.27,1055.37,0.44,0.49,7.49,86.15,159.25,3.42,4.0,178.6,1267.46,11.31,0.57,162.59,8.86,1.87,7.27,0.04,8.58,0.11,265.77,13.44,25.0,53.18,45.94,0.0,28,59,51,0,-99999.0,750,185,935,74.62,0.0,0.0,851,402,67.92,32.08,0.0,0.25,0.33,0.84,0.02,0.17,92.72,60371975002,"Los Angeles, CA",6,37,197500,41117
060371975003,41178,LACA,79.74,1.43,119.9,1.21,2995.41,0.18,3269.17,0.01,1.08,2.34,752,5,0.66,84,11.17,34,4.52,499,66.36,222,44.58,469459.12,23747.67,36852.54,1864.19,0.41,0.5,13.23,152.18,281.3,6.04,7.07,315.47,2238.82,19.97,0.61,249.5,13.6,2.87,11.15,0.06,13.17,0.16,469.46,23.75,27.87,46.75,51.45,2.11,81,136,150,0,-99999.0,548,146,694,92.29,69.95,30.05,705,47,93.75,6.25,0.0,0.28,0.37,0.93,0.02,0.19,55.65,60371975003,"Los Angeles, CA",6,37,197500,41118
060371976001,41179,LACA,45.35,0.86,72.56,0.97,2401.2,0.08,1462.99,0.01,0.9,1.82,696,3,0.43,83,11.93,41,5.89,599,86.06,337,43.99,175662.67,8885.93,13789.52,697.55,0.24,0.27,5.08,61.73,131.16,2.36,3.18,118.4,840.29,7.67,0.33,149.78,8.16,1.72,6.7,0.04,7.91,0.1,175.66,8.89,13.51,71.4,27.36,0.0,33,173,66,0,-99999.0,684,5,689,98.99,41.08,58.92,11,685,1.58,98.42,0.0,0.16,0.24,0.44,0.01,0.14,51.5,60371976001,"Los Angeles, CA",6,37,197600,41119
060371976002,41180,LACA,147.43,2.85,239.07,2.2,5525.54,0.33,6041.6,0.03,2.32,4.33,1680,26,1.55,242,14.4,96,5.71,1292,76.9,559,40.33,387552.93,19604.43,30422.91,1538.95,0.39,0.45,10.92,125.63,232.21,4.99,5.84,260.44,1848.29,16.49,0.53,244.07,13.3,2.81,10.91,0.06,12.89,0.16,387.55,19.6,23.01,54.08,43.6,0.0,30,71,57,0,-99999.0,1341,267,1608,95.71,13.34,86.66,390,1290,23.21,76.79,0.0,0.23,0.3,0.77,0.02,0.16,124.32,60371976002,"Los Angeles, CA",6,37,197600,41120
060371977001,41181,LACA,195.42,3.56,300.09,3.92,9838.15,0.33,5828.77,0.04,3.53,7.71,2576,37,1.44,354,13.74,172,6.68,2296,89.13,1717,60.86,314128.81,15890.26,24659.11,1247.39,0.26,0.29,9.08,110.39,234.55,4.22,5.68,211.49,1500.92,13.71,0.37,237.3,12.93,2.73,10.61,0.06,12.53,0.16,314.13,15.89,14.92,62.4,26.07,0.0,16,66,28,0,-99999.0,2356,66,2422,94.02,14.16,85.84,431,2145,16.73,83.27,0.0,0.18,0.26,0.49,0.01,0.15,190.62,60371977001,"Los Angeles, CA",6,37,197700,41121
060371977002,41182,LACA,65.37,1.19,100.38,1.31,3290.84,0.11,1949.7,0.01,1.18,2.58,1021,8,0.78,114,11.17,99,9.7,979,95.89,942,83.88,138466.14,7004.33,10869.59,549.84,0.22,0.25,4.0,48.66,103.39,1.86,2.51,93.22,661.6,6.04,0.32,124.59,6.79,1.43,5.57,0.03,6.58,0.08,138.47,7.0,12.63,72.88,27.02,0.0,18,102,38,0,-99999.0,923,68,991,97.06,36.12,63.88,423,598,41.43,58.57,0.0,0.15,0.22,0.41,0.01,0.13,75.55,60371977002,"Los Angeles, CA",6,37,197700,41122
060371977003,41183,LACA,107.96,1.97,165.78,2.17,5434.85,0.18,3220.07,0.02,1.95,4.26,1506,17,1.13,178,11.82,98,6.51,1337,88.78,786,56.51,310952.84,15729.6,24409.8,1234.77,0.25,0.28,8.99,109.27,232.17,4.18,5.63,209.35,1485.75,13.57,0.35,231.79,12.63,2.67,10.36,0.06,12.24,0.15,310.95,15.73,14.15,60.62,28.0,0.0,27,115,53,0,-99999.0,1311,140,1451,96.35,29.57,70.43,449,1057,29.81,70.19,0.0,0.17,0.25,0.46,0.01,0.14,111.44,60371977003,"Los Angeles, CA",6,37,197700,41123
060371990001,41184,LACA,44.61,1.21,101.27,0.56,1616.52,0.08,1515.21,0.01,1.01,1.32,1066,19,1.78,226,21.2,60,5.63,1041,97.65,1142,78.98,201900.95,10213.2,15849.22,801.74,0.19,0.21,5.69,65.44,120.95,2.54,3.04,136.63,969.63,8.59,0.28,207.12,11.29,2.38,9.26,0.05,10.94,0.14,201.9,10.21,10.6,79.06,19.64,0.0,25,184,46,0,-99999.0,1012,9,1021,95.78,21.2,78.8,833,233,78.14,21.86,0.0,0.11,0.14,0.36,0.01,0.07,78.88,60371990001,"Los Angeles, CA",6,37,199000,41124
060371990002,41185,LACA,45.16,1.22,102.52,0.57,1636.51,0.08,1533.91,0.01,1.03,1.34,1625,24,1.48,299,18.4,153,9.42,1556,95.75,1082,80.51,568683.19,28766.94,44641.63,2258.2,0.12,0.13,16.02,184.32,340.68,7.16,8.57,384.83,2731.1,24.19,0.2,657.69,35.84,7.56,29.4,0.17,34.73,0.43,568.68,28.77,7.05,84.02,11.56,0.15,46,543,75,0,-99999.0,1440,30,1470,90.46,22.43,77.57,769,856,47.32,52.68,0.0,0.07,0.09,0.24,0.01,0.05,120.25,60371990002,"Los Angeles, CA",6,37,199000,41125
060371990003,41186,LACA,91.28,2.48,207.19,1.14,3307.71,0.17,3100.44,0.03,2.07,2.7,2375,28,1.18,451,18.99,137,5.77,2336,98.36,1339,68.84,186059.55,9411.86,14605.67,738.83,0.16,0.19,5.24,60.3,111.46,2.34,2.8,125.91,893.55,7.91,0.25,183.52,10.0,2.11,8.2,0.05,9.69,0.12,186.06,9.41,9.73,80.33,17.07,0.0,10,84,18,0,-99999.0,1835,0,1835,77.26,17.38,82.62,1192,1183,50.19,49.81,0.0,0.1,0.13,0.33,0.01,0.07,175.75,60371990003,"Los Angeles, CA",6,37,199000,41126
060371991101,41187,LACA,122.12,3.28,274.27,1.55,4443.61,0.23,4179.31,0.03,2.74,3.62,1150,18,1.57,218,18.96,67,5.83,1094,95.13,338,24.49,580933.36,29386.62,45603.27,2306.85,0.45,0.52,16.37,188.25,347.99,7.42,8.75,389.69,2765.53,24.71,0.49,215.76,11.76,2.48,9.64,0.06,11.39,0.14,580.93,29.39,27.05,34.59,47.62,0.0,66,84,116,0,-99999.0,575,111,686,61.69,19.24,80.76,638,474,57.37,42.63,0.0,0.27,0.36,0.91,0.02,0.18,82.29,60371991101,"Los Angeles, CA",6,37,199110,41127
060371991102,41188,LACA,104.92,2.82,235.65,1.33,3818.0,0.2,3590.9,0.03,2.35,3.11,1560,26,1.67,303,19.42,119,7.63,1500,96.15,991,63.0,820138.5,41486.85,64380.87,3256.72,0.29,0.34,23.11,265.76,491.29,10.47,12.36,550.14,3904.27,34.89,0.26,218.94,11.93,2.52,9.79,0.06,11.56,0.14,820.14,41.49,17.13,25.1,31.63,0.0,68,100,126,0,-99999.0,761,180,941,60.32,33.17,66.83,566,994,36.28,63.72,0.0,0.17,0.23,0.58,0.01,0.12,115.44,60371991102,"Los Angeles, CA",6,37,199110,41128
060371991201,41189,LACA,257.17,6.68,561.46,3.88,11973.87,0.32,6118.77,0.09,6.87,10.12,2520,33,1.31,511,20.28,412,16.35,2474,98.17,1530,70.74,340382.47,17218.31,26720.02,1351.64,0.32,0.36,9.84,119.58,254.08,4.54,6.16,228.68,1622.87,14.85,0.46,272.58,14.86,3.13,12.18,0.07,14.39,0.18,340.38,17.22,18.65,66.08,31.23,0.0,18,62,29,0,-99999.0,1606,598,2204,87.46,42.83,57.17,2327,193,92.34,7.66,0.0,0.23,0.33,0.61,0.02,0.19,186.48,60371991201,"Los Angeles, CA",6,37,199120,41129
060371991202,41190,LACA,135.14,3.51,294.99,2.04,6296.21,0.17,3213.99,0.05,3.61,5.31,1566,32,2.04,302,19.28,60,3.83,1512,96.55,1042,61.29,855804.72,43291.03,67180.67,3398.35,0.26,0.3,24.74,300.82,639.41,11.42,15.48,574.95,4080.29,37.35,0.39,670.52,36.54,7.71,29.97,0.17,35.4,0.44,855.8,43.29,15.77,65.45,28.18,0.17,71,295,127,0,-99999.0,1022,485,1507,96.23,39.29,60.71,1510,56,96.42,3.58,0.0,0.19,0.28,0.52,0.01,0.16,115.88,60371991202,"Los Angeles, CA",6,37,199120,41130
060371992011,41191,LACA,65.71,1.88,157.69,0.86,2467.98,0.13,2271.82,0.02,1.57,1.97,1061,13,1.23,211,19.89,52,4.9,1042,98.21,284,48.63,130645.41,6608.72,10255.66,518.78,0.29,0.33,3.68,42.34,78.26,1.67,1.97,87.53,621.16,5.56,0.38,101.86,5.55,1.17,4.55,0.03,5.38,0.07,130.65,6.61,16.28,67.99,27.17,0.0,16,67,27,0,-99999.0,931,37,968,91.23,0.42,99.58,1019,42,96.04,3.96,0.0,0.16,0.22,0.55,0.01,0.11,78.51,60371992011,"Los Angeles, CA",6,37,199201,41131
060371992012,41192,LACA,122.03,3.5,292.83,1.59,4583.06,0.24,4218.77,0.04,2.91,3.67,3028,58,1.92,592,19.55,214,7.07,2944,97.23,2876,73.09,236682.82,11972.64,18579.6,939.85,0.18,0.2,6.67,76.71,141.79,3.03,3.57,158.57,1125.32,10.07,0.28,243.21,13.25,2.8,10.87,0.06,12.84,0.16,236.68,11.97,10.58,79.11,19.36,0.0,10,76,19,0,-99999.0,2828,65,2893,95.54,5.26,94.74,3009,19,99.37,0.63,0.0,0.11,0.14,0.36,0.01,0.07,224.07,60371992012,"Los Angeles, CA",6,37,199201,41132
060371992021,41193,LACA,116.57,3.29,276.11,1.49,4254.26,0.22,4005.91,0.03,2.67,3.46,1388,22,1.59,285,20.53,87,6.27,1279,92.15,408,40.92,856343.02,43318.26,67222.93,3400.48,0.37,0.42,24.13,277.49,512.97,10.8,12.9,577.93,4101.46,36.43,0.32,225.76,12.3,2.6,10.09,0.06,11.92,0.15,856.34,43.32,21.45,24.51,33.44,0.0,80,92,125,0,-99999.0,0,0,0,0.0,0.0,0.0,280,1108,20.17,79.83,0.0,0.21,0.28,0.73,0.02,0.15,102.71,60371992021,"Los Angeles, CA",6,37,199202,41133
060371992022,41194,LACA,135.55,3.83,321.1,1.73,4946.16,0.26,4657.09,0.04,3.11,4.02,1643,18,1.1,276,16.8,108,6.57,1520,92.51,820,59.59,703858.01,35604.78,55252.85,2794.98,0.36,0.41,19.83,228.11,421.64,8.88,10.6,475.02,3371.13,29.94,0.46,331.93,18.09,3.82,14.84,0.09,17.53,0.22,703.86,35.6,21.08,39.39,34.11,0.0,56,104,90,0,-99999.0,729,115,844,51.37,38.62,61.38,797,846,48.51,51.49,0.0,0.21,0.28,0.71,0.02,0.14,121.58,60371992022,"Los Angeles, CA",6,37,199202,41134
060371993001,41195,LACA,165.29,3.47,289.94,2.08,5681.37,0.31,5814.13,0.04,2.94,4.74,1208,13,1.08,157,13.0,121,10.02,842,69.7,708,51.6,4686347.52,237059.71,367878.28,18609.19,0.55,0.63,132.04,1518.56,2807.17,58.13,70.6,3187.73,22622.75,199.35,0.39,868.69,47.34,9.99,38.83,0.22,45.87,0.57,4686.35,237.06,32.91,15.32,44.77,0.89,504,235,686,0,-99999.0,537,39,576,47.68,51.07,48.93,748,460,61.92,38.08,0.0,0.33,0.43,1.11,0.02,0.22,89.39,60371993001,"Los Angeles, CA",6,37,199300,41135
060371993002,41196,LACA,264.87,5.56,464.62,3.33,9104.73,0.49,9317.12,0.06,4.72,7.6,2640,36,1.36,463,17.54,195,7.39,2347,88.9,1174,43.69,1366689.87,69134.25,107285.15,5427.04,0.41,0.47,38.51,442.86,818.69,16.95,20.59,929.64,6597.52,58.14,0.39,428.51,23.35,4.93,19.15,0.11,22.63,0.28,1366.69,69.13,24.12,31.73,37.83,0.0,67,89,106,0,-99999.0,1970,257,2227,84.36,24.13,75.87,719,1921,27.23,72.77,0.0,0.24,0.32,0.82,0.02,0.16,195.36,60371993002,"Los Angeles, CA",6,37,199300,41136
060371994001,41197,LACA,62.8,1.72,144.4,0.8,2300.85,0.12,2156.31,0.02,1.42,1.86,1066,13,1.22,165,15.48,96,9.01,977,91.65,602,53.46,214958.57,10873.72,16874.25,853.59,0.27,0.3,6.06,69.65,128.77,2.68,3.24,145.96,1035.87,9.14,0.36,178.26,9.71,2.05,7.97,0.05,9.41,0.12,214.96,10.87,15.12,71.42,27.81,0.06,26,124,48,0,-99999.0,1010,13,1023,95.97,19.52,80.48,1066,0,100.0,0.0,0.0,0.15,0.2,0.51,0.01,0.1,78.88,60371994001,"Los Angeles, CA",6,37,199400,41137
060371994002,41198,LACA,72.22,1.98,165.92,0.92,2643.92,0.14,2477.12,0.02,1.63,2.14,1582,21,1.33,314,19.85,98,6.19,1558,98.48,931,71.07,193857.21,9806.3,15217.79,769.79,0.21,0.24,5.46,62.86,116.14,2.42,2.92,131.63,934.18,8.25,0.31,193.53,10.55,2.23,8.65,0.05,10.22,0.13,193.86,9.81,11.69,76.71,22.17,0.0,16,105,30,0,-99999.0,1482,46,1528,96.59,12.57,87.43,1582,0,100.0,0.0,0.0,0.12,0.15,0.4,0.01,0.08,117.07,60371994002,"Los Angeles, CA",6,37,199400,41138
060371994003,41199,LACA,155.8,4.28,358.2,2.0,5707.43,0.3,5348.83,0.04,3.53,4.63,2020,30,1.49,387,19.16,96,4.75,1951,96.58,1315,61.51,450134.15,22770.12,35335.53,1787.45,0.33,0.38,12.68,145.88,269.65,5.62,6.78,305.65,2169.16,19.15,0.49,353.66,19.27,4.07,15.81,0.09,18.67,0.23,450.13,22.77,19.77,64.54,32.09,0.18,29,95,47,0,-99999.0,1926,32,1958,96.93,18.85,81.15,361,1659,17.87,82.13,0.0,0.2,0.26,0.67,0.02,0.14,149.48,60371994003,"Los Angeles, CA",6,37,199400,41139
060371997001,41200,LACA,45.35,1.11,92.61,0.92,2410.01,0.08,1351.72,0.02,1.22,1.85,1411,11,0.78,205,14.53,70,4.96,1066,75.55,879,59.39,297057.01,15026.68,23318.98,1179.59,0.11,0.13,8.59,104.37,221.76,4.0,5.37,199.26,1414.11,12.96,0.21,408.79,22.28,4.7,18.27,0.11,21.58,0.27,297.06,15.03,6.69,87.02,10.52,0.02,27,356,43,0,-99999.0,1276,25,1301,92.2,10.35,89.65,917,494,64.99,35.01,0.0,0.08,0.12,0.22,0.01,0.07,104.41,60371997001,"Los Angeles, CA",6,37,199700,41140
060371997002,41201,LACA,90.4,2.2,184.6,1.83,4803.75,0.15,2694.37,0.03,2.44,3.69,2000,30,1.5,377,18.85,119,5.95,1970,98.5,1068,58.62,273002.69,13809.89,21430.71,1084.08,0.16,0.18,7.89,95.92,203.8,3.68,4.94,183.12,1299.6,11.91,0.2,196.12,10.69,2.26,8.77,0.05,10.35,0.13,273.0,13.81,9.42,70.82,18.78,0.0,18,133,35,0,-99999.0,1591,4,1595,79.75,16.52,83.48,1718,282,85.9,14.1,0.0,0.11,0.17,0.31,0.01,0.1,148.0,60371997002,"Los Angeles, CA",6,37,199700,41141
060371998001,41202,LACA,50.03,1.32,110.5,0.89,2528.66,0.07,1347.09,0.02,1.38,2.02,1028,18,1.75,150,14.59,107,10.41,1017,98.93,569,55.73,103299.77,5225.44,8109.03,410.2,0.15,0.17,2.99,36.29,77.11,1.38,1.87,69.33,492.04,4.51,0.24,95.49,5.2,1.1,4.27,0.02,5.04,0.06,103.3,5.23,9.63,77.23,20.52,0.0,13,105,28,0,-99999.0,727,54,781,75.97,14.84,85.16,423,605,41.15,58.85,0.0,0.12,0.17,0.32,0.01,0.1,76.07,60371998001,"Los Angeles, CA",6,37,199800,41142
060371998002,41203,LACA,86.34,2.27,190.69,1.54,4363.18,0.13,2324.35,0.03,2.39,3.48,1756,24,1.37,334,19.02,143,8.14,1731,98.58,937,47.71,129630.33,6557.37,10175.98,514.75,0.17,0.19,3.75,45.55,96.77,1.74,2.34,87.0,617.45,5.66,0.23,115.53,6.3,1.33,5.16,0.03,6.1,0.08,129.63,6.56,9.74,76.18,22.12,0.0,10,75,22,0,-99999.0,1182,170,1352,76.99,12.88,87.12,1499,257,85.36,14.64,0.0,0.12,0.17,0.32,0.01,0.1,129.94,60371998002,"Los Angeles, CA",6,37,199800,41143
060371998003,41204,LACA,70.81,1.86,156.34,1.26,3577.17,0.1,1905.71,0.02,1.96,2.85,1318,27,2.05,225,17.07,106,8.04,1291,97.95,831,64.67,136405.22,6900.08,10707.81,541.66,0.18,0.21,3.94,47.92,101.82,1.83,2.47,91.55,649.72,5.95,0.29,143.36,7.81,1.65,6.41,0.04,7.57,0.09,136.41,6.9,10.64,79.66,19.76,0.0,13,101,25,0,-99999.0,1168,85,1253,95.07,10.51,89.49,1192,126,90.44,9.56,0.0,0.13,0.19,0.35,0.01,0.11,97.53,60371998003,"Los Angeles, CA",6,37,199800,41144
060371998004,41205,LACA,87.83,2.31,193.9,1.56,4436.65,0.13,2363.57,0.03,2.43,3.54,1529,22,1.44,334,21.84,80,5.23,1507,98.56,856,55.4,150185.7,7597.17,11789.58,596.38,0.19,0.22,4.34,52.77,112.11,2.01,2.72,100.8,715.36,6.55,0.27,135.92,7.41,1.56,6.08,0.04,7.18,0.09,150.19,7.6,11.38,77.15,21.79,0.0,13,87,24,0,-99999.0,1459,14,1473,96.34,26.88,73.12,1458,71,95.36,4.64,0.0,0.14,0.2,0.37,0.01,0.12,113.15,60371998004,"Los Angeles, CA",6,37,199800,41145
060371999001,41206,LACA,54.19,1.47,123.12,0.95,2744.89,0.08,1429.27,0.02,1.58,2.19,1636,26,1.59,381,23.29,86,5.26,1611,98.47,868,62.63,126400.53,6393.99,9922.44,501.93,0.11,0.12,3.65,44.41,94.36,1.7,2.29,84.78,601.66,5.52,0.2,163.45,8.91,1.88,7.31,0.04,8.63,0.11,126.4,6.39,6.58,84.81,13.22,0.0,10,130,20,0,-99999.0,1560,0,1560,95.35,10.88,89.12,235,1401,14.36,85.64,0.0,0.08,0.12,0.22,0.01,0.07,121.06,60371999001,"Los Angeles, CA",6,37,199900,41146
060371999002,41207,LACA,51.16,1.39,116.26,0.9,2592.11,0.07,1349.68,0.02,1.49,2.07,1047,18,1.72,158,15.09,105,10.03,1038,99.14,756,61.82,143918.35,7280.14,11297.59,571.49,0.17,0.19,4.16,50.56,107.43,1.93,2.6,96.53,685.04,6.28,0.26,157.59,8.59,1.81,7.04,0.04,8.32,0.1,143.92,7.28,9.7,81.73,16.76,0.0,18,150,31,0,-99999.0,1000,14,1014,96.85,30.26,69.74,1047,0,100.0,0.0,0.0,0.12,0.17,0.32,0.01,0.1,77.48,60371999002,"Los Angeles, CA",6,37,199900,41147
060372011101,41208,LACA,45.94,1.08,90.86,0.76,2145.59,0.1,1788.23,0.01,1.01,1.52,717,13,1.81,121,16.88,57,7.95,664,92.61,157,22.82,632425.6,31991.36,49645.41,2511.32,0.3,0.35,33.12,183.34,436.26,7.8,9.53,430.14,3052.66,50.01,0.27,154.03,8.39,1.77,6.89,0.04,8.13,0.1,632.43,31.99,17.99,18.46,30.62,0.0,115,118,195,0,-99999.0,0,0,0,0.0,0.0,0.0,354,363,49.37,50.63,0.0,0.18,0.23,0.61,0.01,0.12,53.06,60372011101,"Los Angeles, CA",6,37,201110,41148
