Block group id,OBJECTID,EnviroAtlas Community Code,Value of hospital admissions avoided due to nitrogen dioxide removed ($/yr),Asthma exacerbation avoided due to nitrogen dioxide removed (cases/yr),Value of asthma exacerbation cases avoided due to nitrogen dioxide removed ($/yr),Acute respiratory symptoms avoided due to ozone removed (cases/yr),Value of mortality avoided due to ozone removed ($/yr),Acute respiratory symptoms avoided due to particulate matter [PM2.5] removed (cases/yr),Value of mortality avoided due to particulate matter [PM2.5] removed ($/yr),Asthma exacerbation avoided due to sulfur dioxide removed (cases/yr),Value of asthma exacerbation cases avoided due to sulfur dioxide removed ($/yr),Value of hospital admissions avoided due to sulfur dioxide removed ($/yr),Total Population,Population under 1 year old,Percent population under 1 year old,Population under 13 years old,Percent population under 13 years old,Population over 70 years old,Percent population over 70 years old,"Population other than White, non-Hispanic","Percent population other than White, non-Hispanic",Population with income below twice the US poverty level,Percent population with income below twice the US poverty level,Total carbon stored (kg),Total carbon sequestered (kg/yr),Value of carbon stored ($),Value of carbon sequestered ($/yr),Average reduction in nighttime ambient temperature (Celsius),Average reduction in daytime ambient temperature (Celsius),Carbon monoxide (kg/yr),Nitrogen dioxide (kg/yr),Ozone (kg/yr),Particulate matter [PM2.5] (kg/yr),Sulfur dioxide (kg/yr),Particulate matter [PM10] (kg/yr),"Value of health, ecosystem, and materials damage avoided due to particulate matter [PM10] removed ($/yr)","Value of health, ecosystem, and materials damage avoided due to carbon monoxide removed ($/yr)",Percent annual reduction in streamflow,Reduction in annual runoff (m3/yr),Reduction in median load of total suspended solids [TSS] (kg/yr),Reduction in median biochemical oxygen demand [BOD5] (kg/yr),Reduction in median chemical oxygen demand [COD] (kg/yr),Reduction in median load of total phosphorus (kg/yr),Reduction in mean chemical oxygen demand [COD] (kg/yr),Reduction in mean load of nitrites and nitrates (kg/yr),Total carbon stored (mt),Total carbon sequestered by tree cover (mt/yr),Percent tree cover,Percent impervious area,Percent green space,Percent wetlands,Tree cover per capita (m2/person),Impervious area per capita (m2/person),Green space per capita (m2/person),Total land area in 15m buffer (m2).1,Percent vegetated cover in 15m buffer.1,Residential population within 300m of busy roadway with < 25 percent tree buffer,Residential population within 300m of busy roadway with > 25 percent tree buffer,Residential population within 300m of busy roadway,Percent of residential population within 300m of busy roadway,Percent of busy roadway bordered by > 25 percent tree buffer,Percent of busy roadway bordered by < 25 percent tree buffer,Residential population within 500m of a park entrance,Residential population not within 500m of a park entrance,Percent of residential population within 500m of a park entrance,Percent of residential population not within 500m of a park entrance,Percent carbon monoxide removed annually by tree cover,Percent nitrogen dioxide removed annually by tree cover,Percent ozone removed annually by tree cover,Percent particulate matter [PM10] removed annually by tree cover,Percent particulate matter [PM2.5] removed annually by tree cover,Percent sulfur dioxide removed annually by tree cover,Daily domestic use (x1000 gal/day),bgrp,EnviroAtlas Community Name,State FIPS,County FIPS,Tract FIPS,ORIG_FID
060372654201,42133,LACA,156.0,2.65,220.93,3.35,10219.22,0.32,7045.19,0.14,11.2,19.38,841,10,1.19,140,16.65,127,15.1,126,14.98,18,3.81,1056782.87,53457.55,82957.46,4196.42,0.6,0.68,35.03,236.86,974.13,14.46,56.01,269.18,1910.32,52.89,0.77,567.0,30.9,6.52,25.34,0.15,29.94,0.37,1056.78,53.46,35.09,47.32,51.78,0.0,163,220,241,0,-99999.0,441,297,738,87.75,72.06,27.94,0,841,0.0,100.0,0.01,0.54,0.81,1.42,0.05,0.63,62.23,60372654201,"Los Angeles, CA",6,37,265420,42073
060372654202,42134,LACA,164.52,2.79,233.0,3.54,10777.25,0.34,7429.81,0.15,11.81,20.44,970,5,0.52,143,14.74,131,13.51,274,28.25,200,16.65,836187.53,42298.69,65640.72,3320.45,0.54,0.62,27.72,187.42,770.8,11.44,44.32,212.99,1511.56,41.85,0.75,521.85,28.44,6.0,23.33,0.14,27.55,0.34,836.19,42.3,32.09,52.66,46.61,0.0,112,184,163,0,-99999.0,643,304,947,97.63,35.95,64.05,0,970,0.0,100.0,0.01,0.49,0.74,1.3,0.05,0.58,71.78,60372654202,"Los Angeles, CA",6,37,265420,42074
060372655101,42135,LACA,236.02,0.86,71.98,9.7,20059.36,0.93,12135.12,0.04,3.54,30.31,3182,17,0.53,118,3.71,193,6.07,1696,53.3,1259,44.18,425718.4,21535.04,33418.89,1690.5,0.31,0.35,14.11,95.43,392.42,5.88,22.56,107.23,761.01,21.31,0.47,397.64,21.67,4.57,17.77,0.1,21.0,0.26,425.72,21.54,18.21,72.69,26.59,0.0,17,69,25,0,-99999.0,3118,20,3138,98.62,9.12,90.88,3143,39,98.77,1.23,0.0,0.28,0.42,0.74,0.03,0.33,235.47,60372655101,"Los Angeles, CA",6,37,265510,42075
060372655102,42136,LACA,94.69,0.35,28.88,3.89,8047.56,0.37,4868.43,0.02,1.42,12.16,1052,5,0.48,43,4.09,52,4.94,508,48.29,173,20.0,134575.0,6807.5,10564.14,534.39,0.37,0.43,4.46,30.17,124.05,1.86,7.13,33.9,240.56,6.74,0.57,116.0,6.32,1.33,5.19,0.03,6.12,0.08,134.57,6.81,22.1,69.27,30.63,0.0,17,52,23,0,-99999.0,1041,0,1041,98.95,0.0,100.0,1052,0,100.0,0.0,0.0,0.34,0.51,0.9,0.03,0.4,77.85,60372655102,"Los Angeles, CA",6,37,265510,42076
060372655201,42137,LACA,105.35,0.82,68.44,3.06,7507.88,0.29,5731.5,0.05,3.73,13.08,985,7,0.71,86,8.73,96,9.75,286,29.04,256,25.37,303085.97,15331.66,23792.25,1203.54,0.37,0.42,10.05,67.95,279.57,4.18,16.06,76.5,542.93,15.17,0.56,244.25,13.31,2.81,10.92,0.06,12.9,0.16,303.09,15.33,21.93,64.62,35.13,0.0,40,118,64,0,-99999.0,965,13,978,99.29,3.01,96.99,276,709,28.02,71.98,0.0,0.34,0.51,0.9,0.03,0.4,72.89,60372655201,"Los Angeles, CA",6,37,265520,42077
060372655202,42138,LACA,77.19,0.6,50.15,2.24,5481.65,0.21,4199.94,0.03,2.73,9.59,887,13,1.47,96,10.82,87,9.81,258,29.09,73,9.41,217573.17,11005.98,17079.49,863.97,0.29,0.34,7.21,48.78,200.56,3.0,11.53,54.92,389.74,10.89,0.46,198.37,10.81,2.28,8.87,0.05,10.47,0.13,217.57,11.01,17.85,71.83,28.07,0.0,32,128,50,0,-99999.0,862,12,874,98.53,4.23,95.77,116,771,13.08,86.92,0.0,0.27,0.41,0.73,0.03,0.32,65.64,60372655202,"Los Angeles, CA",6,37,265520,42078
060372655203,42139,LACA,237.6,1.86,154.35,6.88,16873.33,0.66,12928.65,0.11,8.4,29.51,2689,39,1.45,241,8.96,305,11.34,856,31.83,997,36.33,597466.86,30222.97,46901.15,2372.5,0.31,0.36,19.81,133.94,550.75,8.24,31.67,150.81,1070.26,29.9,0.44,465.47,25.37,5.35,20.81,0.12,24.58,0.31,597.47,30.22,18.11,65.88,31.45,0.0,29,105,50,0,-99999.0,2195,242,2437,90.63,22.61,77.39,2510,179,93.34,6.66,0.0,0.28,0.42,0.74,0.03,0.33,198.99,60372655203,"Los Angeles, CA",6,37,265520,42079
060372656011,42140,LACA,133.61,1.69,140.5,3.52,9394.71,0.34,6913.79,0.1,7.9,16.75,1082,13,1.2,176,16.27,132,12.2,215,19.87,73,7.66,551765.19,27911.14,43313.57,2191.02,0.44,0.5,18.29,123.7,509.03,7.68,29.24,137.64,976.83,27.61,0.61,384.61,20.96,4.42,17.19,0.1,20.31,0.25,551.77,27.91,25.02,57.83,41.27,0.0,66,153,109,0,-99999.0,588,176,764,70.61,35.02,64.98,210,872,19.41,80.59,0.0,0.38,0.58,1.02,0.04,0.45,80.07,60372656011,"Los Angeles, CA",6,37,265601,42080
060372656012,42141,LACA,149.2,1.89,156.89,3.93,10471.58,0.38,7720.46,0.11,8.82,18.71,1808,28,1.55,222,12.28,195,10.79,516,28.54,156,7.45,432001.13,21852.85,33912.09,1715.45,0.29,0.33,14.32,96.84,398.22,6.01,22.9,107.77,764.8,21.62,0.41,343.41,18.72,3.95,15.35,0.09,18.13,0.23,432.0,21.85,16.71,66.07,29.24,0.0,31,123,54,0,-99999.0,1416,339,1755,97.07,28.03,71.97,0,1808,0.0,100.0,0.0,0.26,0.39,0.69,0.03,0.3,133.79,60372656012,"Los Angeles, CA",6,37,265601,42081
060372656021,42142,LACA,203.41,1.32,109.58,3.43,10635.0,0.33,8446.79,0.08,6.1,23.44,1219,13,1.07,117,9.6,341,27.97,211,17.31,76,6.73,270334.26,13674.91,21221.24,1073.48,0.42,0.48,8.96,60.6,249.18,3.75,14.33,67.69,480.39,13.53,0.61,191.64,10.44,2.2,8.57,0.05,10.12,0.13,270.33,13.67,25.23,58.9,40.46,0.0,29,67,46,0,-99999.0,629,490,1119,91.8,46.84,53.16,0,1219,0.0,100.0,0.0,0.39,0.58,1.02,0.04,0.46,90.21,60372656021,"Los Angeles, CA",6,37,265602,42082
060372656022,42143,LACA,303.78,1.97,163.65,5.12,15883.28,0.49,12615.68,0.12,9.11,35.0,1823,19,1.04,175,9.6,378,20.74,396,21.72,331,19.53,379832.17,19213.88,29816.83,1508.29,0.42,0.48,12.59,85.15,350.11,5.27,20.13,95.11,674.97,19.01,0.62,276.06,15.05,3.17,12.34,0.07,14.58,0.18,379.83,19.21,25.15,59.57,39.81,0.0,27,64,43,0,-99999.0,1296,402,1698,93.14,61.64,38.36,545,1278,29.9,70.1,0.0,0.39,0.58,1.02,0.04,0.45,134.9,60372656022,"Los Angeles, CA",6,37,265602,42083
060372657001,42144,LACA,283.98,2.23,184.94,5.06,15415.26,0.49,12360.28,0.13,10.24,33.05,2038,14,0.69,164,8.05,627,30.77,320,15.7,265,14.85,377448.27,19093.29,29629.69,1498.82,0.37,0.42,12.51,84.61,347.9,5.29,20.0,93.45,663.19,18.89,0.55,299.33,16.31,3.44,13.38,0.08,15.8,0.2,377.45,19.09,21.85,64.47,35.02,0.0,24,71,39,0,-99999.0,1475,348,1823,89.45,40.62,59.38,214,1824,10.5,89.5,0.0,0.34,0.51,0.89,0.03,0.4,150.81,60372657001,"Los Angeles, CA",6,37,265700,42084
060372657002,42145,LACA,243.42,1.91,158.52,4.34,13212.14,0.42,10594.04,0.11,8.78,28.33,1647,19,1.15,228,13.84,239,14.51,326,19.79,335,20.67,1427033.3,72186.73,112022.11,5666.66,0.38,0.45,47.31,319.92,1315.31,20.0,75.63,353.3,2507.34,71.42,0.37,447.34,24.38,5.14,20.0,0.12,23.62,0.29,1427.03,72.19,23.16,32.22,60.16,0.0,113,157,293,0,-99999.0,1304,205,1509,91.62,52.41,47.59,20,1627,1.21,98.79,0.0,0.36,0.54,0.94,0.04,0.42,121.88,60372657002,"Los Angeles, CA",6,37,265700,42085
060372657003,42146,LACA,184.42,1.45,120.1,3.29,10010.82,0.32,8027.0,0.08,6.65,21.47,1035,9,0.87,89,8.6,135,13.04,215,20.77,64,5.48,444897.26,22505.21,34924.43,1766.66,0.46,0.53,14.75,99.73,410.06,6.24,23.58,110.15,781.7,22.27,0.65,280.19,15.27,3.22,12.52,0.07,14.79,0.18,444.9,22.51,27.91,54.51,44.74,0.0,56,109,90,0,-99999.0,643,316,959,92.66,52.35,47.65,0,1035,0.0,100.0,0.0,0.43,0.64,1.13,0.04,0.5,76.59,60372657003,"Los Angeles, CA",6,37,265700,42086
060372671001,42147,LACA,194.18,2.63,217.9,5.23,13929.45,0.5,10378.06,0.15,12.24,24.54,2066,24,1.16,220,10.65,223,10.79,663,32.09,577,22.26,326709.65,16526.66,25646.71,1297.34,0.32,0.36,10.83,73.26,301.41,4.57,17.31,81.06,575.23,16.35,0.49,291.46,15.88,3.35,13.03,0.08,15.39,0.19,326.71,16.53,19.41,72.05,27.45,0.0,21,76,29,0,-99999.0,1685,142,1827,88.43,17.21,82.79,0,2066,0.0,100.0,0.0,0.3,0.45,0.79,0.03,0.35,152.88,60372671001,"Los Angeles, CA",6,37,267100,42087
060372671002,42148,LACA,148.87,2.01,167.05,4.0,10659.16,0.39,7956.7,0.12,9.38,18.81,978,14,1.43,163,16.67,112,11.45,206,21.06,21,2.64,694568.49,35134.87,54523.63,2758.09,0.52,0.6,23.02,155.72,640.19,9.72,36.81,172.32,1222.92,34.76,0.73,436.47,23.79,5.02,19.51,0.11,23.05,0.29,694.57,35.13,31.5,53.58,45.95,0.0,92,157,135,0,-99999.0,859,39,898,91.82,19.27,80.73,0,978,0.0,100.0,0.0,0.48,0.72,1.27,0.05,0.57,72.37,60372671002,"Los Angeles, CA",6,37,267100,42088
060372671003,42149,LACA,262.15,3.54,294.17,7.04,18771.11,0.68,14011.76,0.21,16.52,33.13,2163,32,1.48,268,12.39,226,10.45,546,25.24,256,16.13,640200.19,32384.64,50255.71,2542.19,0.43,0.49,21.22,143.53,590.09,8.96,33.93,158.83,1127.19,32.04,0.63,493.75,26.91,5.68,22.07,0.13,26.07,0.32,640.2,32.38,25.05,62.19,36.53,0.0,38,96,56,0,-99999.0,1834,181,2015,93.16,31.56,68.44,0,2163,0.0,100.0,0.0,0.38,0.58,1.02,0.04,0.45,160.06,60372671003,"Los Angeles, CA",6,37,267100,42089
060372671004,42150,LACA,128.83,1.74,144.57,3.46,9224.92,0.33,6885.81,0.1,8.12,16.28,880,16,1.82,216,24.55,94,10.68,201,22.84,20,2.03,617960.71,31259.65,48509.92,2453.88,0.53,0.6,20.48,138.55,569.6,8.65,32.75,153.31,1088.04,30.93,0.66,350.48,19.1,4.03,15.67,0.09,18.51,0.23,617.96,31.26,30.26,50.65,47.11,0.0,91,153,142,0,-99999.0,300,358,658,74.77,68.23,31.77,0,880,0.0,100.0,0.0,0.46,0.7,1.23,0.05,0.55,65.12,60372671004,"Los Angeles, CA",6,37,267100,42090
060372672001,42151,LACA,214.88,2.25,186.73,6.19,15564.7,0.59,11750.38,0.14,10.67,27.03,2887,42,1.45,244,8.45,296,10.25,990,34.29,539,18.38,370158.15,18724.52,29057.41,1469.87,0.27,0.3,12.27,82.99,341.22,5.13,19.62,92.81,658.63,18.53,0.48,437.91,23.87,5.04,19.57,0.11,23.12,0.29,370.16,18.72,15.56,78.6,20.61,0.0,17,84,22,0,-99999.0,2763,56,2819,97.64,8.53,91.47,60,2827,2.08,97.92,0.0,0.24,0.36,0.64,0.02,0.28,213.64,60372672001,"Los Angeles, CA",6,37,267200,42091
060372672002,42152,LACA,246.5,2.58,214.2,7.1,17855.43,0.68,13479.84,0.15,12.24,31.0,1959,31,1.58,253,12.91,230,11.74,602,30.73,339,24.06,652665.68,33015.21,51234.26,2591.69,0.44,0.5,21.64,146.31,601.65,9.05,34.59,163.64,1161.29,32.66,0.64,461.78,25.17,5.31,20.64,0.12,24.38,0.3,652.67,33.02,26.29,59.39,39.78,0.0,43,98,66,0,-99999.0,1749,47,1796,91.68,4.34,95.66,0,1959,0.0,100.0,0.0,0.4,0.61,1.07,0.04,0.48,144.97,60372672002,"Los Angeles, CA",6,37,267200,42092
060372673001,42154,LACA,35.8,0.26,21.86,1.32,2908.24,0.13,2204.3,0.01,1.07,4.58,1265,2,0.16,85,6.72,122,9.64,853,67.43,770,63.22,87889.01,4445.88,6899.29,349.0,0.12,0.13,2.91,19.7,81.02,1.2,4.66,22.34,158.52,4.4,0.23,131.37,7.16,1.51,5.87,0.03,6.94,0.09,87.89,4.45,6.65,88.67,11.13,0.0,9,121,15,0,-99999.0,1200,0,1200,94.86,9.07,90.93,730,535,57.71,42.29,0.0,0.1,0.15,0.27,0.01,0.12,93.61,60372673001,"Los Angeles, CA",6,37,267300,42094
060372674031,42158,LACA,159.79,0.78,66.1,6.02,12929.26,0.58,9887.61,0.04,2.8,20.28,2131,18,0.84,103,4.83,123,5.77,814,38.2,688,31.43,236782.79,11977.7,18587.45,940.25,0.29,0.33,7.85,53.08,218.28,3.24,12.55,60.41,428.73,11.85,0.49,239.89,13.07,2.76,10.72,0.06,12.67,0.16,236.78,11.98,17.45,73.95,24.38,0.0,14,61,20,0,-99999.0,1444,256,1700,79.77,18.28,81.72,47,2084,2.21,97.79,0.0,0.27,0.41,0.72,0.03,0.32,157.69,60372674031,"Los Angeles, CA",6,37,267403,42098
060372674032,42159,LACA,48.32,0.24,19.99,1.82,3908.99,0.17,2988.92,0.01,0.85,6.13,880,8,0.91,35,3.98,83,9.43,316,35.91,113,11.98,68594.8,3469.88,5384.69,272.39,0.21,0.24,2.27,15.38,63.24,0.94,3.64,17.5,124.2,3.43,0.43,96.01,5.23,1.1,4.29,0.02,5.07,0.06,68.59,3.47,12.84,83.8,16.2,0.0,10,66,13,0,-99999.0,714,131,845,96.02,51.7,48.3,0,880,0.0,100.0,0.0,0.2,0.3,0.53,0.02,0.23,65.12,60372674032,"Los Angeles, CA",6,37,267403,42099
060372674041,42160,LACA,186.9,0.96,80.12,6.83,14882.7,0.65,11275.43,0.05,3.81,23.66,2806,25,0.89,151,5.38,205,7.31,1022,36.42,590,17.93,334691.87,16930.45,26273.31,1329.04,0.26,0.3,11.09,75.04,308.57,4.56,17.74,85.64,607.79,16.75,0.39,309.79,16.88,3.56,13.85,0.08,16.36,0.2,334.69,16.93,15.3,73.54,24.15,0.1,16,75,24,0,-99999.0,2349,231,2580,91.95,27.34,72.66,410,2396,14.61,85.39,0.0,0.24,0.36,0.63,0.02,0.28,207.64,60372674041,"Los Angeles, CA",6,37,267404,42100
060372679011,42174,LACA,138.03,0.23,18.75,1.28,5207.5,0.12,4739.13,0.01,1.03,14.75,994,6,0.6,51,5.13,461,46.38,177,17.81,337,29.59,1124501.01,56883.08,88273.33,4465.32,0.27,0.3,37.28,252.11,1036.44,15.83,59.59,275.76,1957.04,56.28,0.41,1134.0,61.8,13.04,50.69,0.29,59.87,0.75,1124.5,56.88,15.12,75.77,22.98,0.24,147,736,223,0,-99999.0,329,600,929,93.46,51.59,48.41,353,641,35.51,64.49,0.0,0.23,0.35,0.62,0.02,0.27,73.56,60372679011,"Los Angeles, CA",6,37,267901,42114
060372679012,42175,LACA,440.48,0.72,59.84,4.1,16617.73,0.4,15123.33,0.04,3.28,47.07,1434,10,0.7,48,3.35,543,37.87,241,16.81,268,19.56,394012.53,19931.19,30929.98,1564.6,0.53,0.64,13.06,88.34,363.15,5.55,20.88,96.62,685.72,19.72,0.84,281.12,15.32,3.23,12.57,0.07,14.84,0.18,394.01,19.93,33.52,56.94,43.03,0.0,36,61,46,0,-99999.0,426,895,1321,92.12,95.31,4.69,651,783,45.4,54.6,0.01,0.51,0.77,1.35,0.05,0.6,106.12,60372679012,"Los Angeles, CA",6,37,267901,42115
060372679021,42176,LACA,141.17,1.96,163.74,3.65,9995.05,0.35,7650.56,0.11,8.57,17.83,1068,8,0.75,210,19.66,98,9.18,205,19.19,154,15.23,747629.49,37818.97,58688.91,2968.79,0.46,0.53,24.78,167.62,689.12,10.48,39.62,184.34,1308.21,37.42,0.62,456.38,24.87,5.25,20.4,0.12,24.1,0.3,747.63,37.82,27.02,53.18,43.9,0.0,91,179,148,0,-99999.0,810,219,1029,96.35,40.49,59.51,0,1068,0.0,100.0,0.0,0.41,0.62,1.09,0.04,0.49,79.03,60372679021,"Los Angeles, CA",6,37,267902,42116
060372679022,42177,LACA,163.03,2.27,189.1,4.21,11542.59,0.41,8835.42,0.13,9.9,20.59,1354,21,1.55,159,11.74,145,10.71,351,25.92,328,20.84,426556.61,21577.44,33484.69,1693.83,0.43,0.49,14.14,95.63,393.17,5.98,22.61,105.17,746.4,21.35,0.63,334.86,18.25,3.85,14.97,0.09,17.68,0.22,426.56,21.58,24.62,61.81,37.53,0.0,41,103,62,0,-99999.0,1068,216,1284,94.83,51.83,48.17,0,1354,0.0,100.0,0.0,0.38,0.57,1.0,0.04,0.44,100.2,60372679022,"Los Angeles, CA",6,37,267902,42117
060372679023,42178,LACA,105.68,1.47,122.57,2.73,7481.75,0.27,5727.1,0.08,6.42,13.34,953,16,1.68,111,11.65,147,15.43,216,22.67,116,14.8,335753.09,16984.13,26356.62,1333.25,0.38,0.43,11.13,75.28,309.47,4.71,17.79,82.78,587.51,16.8,0.59,283.45,15.45,3.26,12.67,0.07,14.97,0.19,335.75,16.98,22.65,66.14,33.09,0.0,46,134,67,0,-99999.0,813,105,918,96.33,18.96,81.04,27,926,2.83,97.17,0.0,0.35,0.52,0.92,0.04,0.41,70.52,60372679023,"Los Angeles, CA",6,37,267902,42118
060372690004,42182,LACA,257.32,3.7,309.55,5.15,15893.59,0.5,11645.62,0.19,14.71,31.27,1757,24,1.37,222,12.64,230,13.09,304,17.3,171,8.88,1947015.72,98490.13,152840.73,7731.48,0.44,0.51,64.54,436.54,1795.45,27.65,103.18,471.49,3346.1,97.44,0.4,569.62,31.04,6.55,25.46,0.15,30.08,0.37,1947.02,98.49,26.19,31.51,66.52,0.17,144,173,366,16669,78.27,1151,391,1542,87.76,57.84,42.16,808,949,45.99,54.01,0.0,0.4,0.61,1.06,0.04,0.47,130.02,60372690004,"Los Angeles, CA",6,37,269000,42122
060372691001,42184,LACA,160.3,2.78,231.94,3.95,11565.14,0.38,8064.33,0.15,11.62,20.56,1348,20,1.48,295,21.88,150,11.13,123,9.12,216,20.13,662662.68,33520.91,52019.02,2631.39,0.42,0.47,21.97,148.54,610.69,9.41,35.12,160.74,1140.74,33.16,0.61,466.43,25.42,5.36,20.85,0.12,24.63,0.31,662.66,33.52,24.78,57.98,40.8,0.03,64,150,105,2996,36.92,585,715,1300,96.44,69.15,30.85,58,1290,4.3,95.7,0.0,0.38,0.57,1.0,0.04,0.45,99.75,60372691001,"Los Angeles, CA",6,37,269100,42124
060372691002,42185,LACA,55.49,0.96,80.29,1.37,4003.58,0.13,2791.76,0.05,4.02,7.12,656,15,2.29,108,16.46,74,11.28,118,17.99,187,25.86,152062.06,7692.09,11936.87,603.83,0.28,0.32,5.04,34.08,140.13,2.16,8.06,36.89,261.77,7.61,0.45,134.01,7.3,1.54,5.99,0.03,7.08,0.09,152.06,7.69,17.65,71.44,27.83,0.0,30,122,48,0,-99999.0,552,71,623,94.97,31.21,68.79,0,656,0.0,100.0,0.0,0.27,0.41,0.71,0.03,0.32,48.54,60372691002,"Los Angeles, CA",6,37,269100,42125
060372691003,42186,LACA,74.99,1.3,108.51,1.85,5410.55,0.18,3772.76,0.07,5.44,9.62,890,16,1.8,137,15.39,112,12.58,116,13.03,167,15.8,276909.21,14007.5,21737.37,1099.59,0.3,0.34,9.18,62.07,255.19,3.93,14.67,67.17,476.69,13.86,0.46,256.61,13.99,2.95,11.47,0.07,13.55,0.17,276.91,14.01,17.55,71.57,27.85,0.0,40,165,64,0,-99999.0,842,10,852,95.73,24.29,75.71,0,890,0.0,100.0,0.0,0.27,0.41,0.71,0.03,0.32,65.86,60372691003,"Los Angeles, CA",6,37,269100,42126
060372691004,42187,LACA,100.14,1.73,144.89,2.47,7224.76,0.24,5037.87,0.09,7.26,12.85,1465,34,2.32,224,15.29,173,11.81,250,17.06,568,39.94,190242.91,9623.47,14934.07,755.44,0.24,0.27,6.31,42.64,175.32,2.7,10.08,46.15,327.49,9.52,0.37,186.32,10.15,2.14,8.33,0.05,9.84,0.12,190.24,9.62,14.21,76.04,23.22,0.0,17,90,28,0,-99999.0,1409,5,1414,96.52,12.19,87.81,0,1465,0.0,100.0,0.0,0.22,0.33,0.58,0.02,0.26,108.41,60372691004,"Los Angeles, CA",6,37,269100,42127
060372693001,42188,LACA,105.41,2.17,180.99,2.41,7496.02,0.23,5300.76,0.12,9.41,13.56,695,4,0.58,110,15.83,73,10.5,79,11.37,73,12.92,2510715.79,127005.0,197091.19,9969.89,0.53,0.61,83.23,562.88,2314.12,35.38,133.06,615.78,4370.11,125.65,0.44,606.38,33.05,6.97,27.11,0.16,32.02,0.4,2510.72,127.0,31.15,22.74,71.51,0.0,470,343,1079,0,-99999.0,270,387,657,94.53,74.56,25.44,358,337,51.51,48.49,0.0,0.48,0.72,1.25,0.05,0.56,51.43,60372693001,"Los Angeles, CA",6,37,269300,42128
060372695003,42195,LACA,219.14,5.86,488.45,4.97,16297.75,0.49,10711.71,0.33,25.8,28.89,1355,15,1.11,299,22.07,167,12.32,148,10.92,39,3.16,1403271.2,70984.72,110156.79,5572.3,0.59,0.67,46.52,314.71,1293.58,20.01,74.36,337.85,2397.66,70.23,0.77,761.16,41.48,8.75,34.02,0.2,40.19,0.5,1403.27,70.98,34.72,46.43,51.88,0.42,135,180,201,13796,60.02,349,747,1096,80.89,83.85,16.15,341,1014,25.17,74.83,0.01,0.53,0.8,1.38,0.05,0.62,100.27,60372695003,"Los Angeles, CA",6,37,269500,42135
060372695004,42196,LACA,132.5,3.55,295.42,3.01,9855.16,0.3,6479.32,0.2,15.6,17.48,1045,21,2.01,286,27.37,106,10.14,82,7.85,29,2.99,710740.56,35952.94,55793.13,2822.31,0.47,0.54,23.56,159.31,655.0,10.13,37.66,171.12,1214.39,35.57,0.62,443.13,24.15,5.1,19.81,0.11,23.4,0.29,710.74,35.95,27.21,54.1,45.38,0.0,88,176,147,0,-99999.0,374,595,969,92.73,76.99,23.01,0,1045,0.0,100.0,0.0,0.42,0.63,1.09,0.04,0.49,77.33,60372695004,"Los Angeles, CA",6,37,269500,42136
060374003042,42769,LACA,107.57,2.2,184.02,1.33,3711.43,0.12,2272.99,0.05,4.23,5.86,1400,23,1.64,236,16.86,135,9.64,801,57.21,890,45.39,1134090.44,57368.16,89026.1,4503.4,0.32,0.36,53.97,414.93,825.25,12.0,47.91,327.86,2326.78,81.48,0.46,877.69,47.83,10.09,39.23,0.23,46.34,0.58,1134.09,57.37,18.79,63.53,26.72,0.02,105,356,150,15910,26.44,878,454,1332,95.14,48.4,51.6,233,1167,16.64,83.36,0.0,0.16,0.22,0.47,0.0,0.21,155.4,60374003042,"Los Angeles, CA",6,37,400304,42709
060374003043,42770,LACA,170.89,3.42,286.5,2.14,5978.41,0.25,4779.08,0.08,6.59,9.27,1254,10,0.8,172,13.72,99,7.89,552,44.02,18,2.52,2281707.59,115420.58,179114.05,9060.52,0.6,0.68,107.06,806.2,1617.37,28.12,93.03,663.46,4708.49,161.63,0.53,645.26,35.17,7.42,28.84,0.17,34.07,0.42,2281.71,115.42,34.46,29.08,47.43,0.55,237,200,326,23284,87.57,245,490,735,58.61,93.13,6.87,431,823,34.37,65.63,0.0,0.29,0.39,0.88,0.02,0.36,139.19,60374003043,"Los Angeles, CA",6,37,400304,42710
060374013031,42811,LACA,179.0,3.56,299.23,2.29,6251.47,0.27,5400.03,0.08,6.64,9.65,2199,21,0.95,291,13.23,173,7.87,1165,52.98,174,8.79,9336344.41,472280.62,732903.04,37074.03,0.35,0.4,438.05,3298.94,6618.54,119.66,380.67,2599.07,18445.13,661.34,0.33,2422.0,132.0,27.85,108.26,0.63,127.88,1.59,9336.34,472.28,20.55,18.59,32.8,1.26,552,499,881,155027,59.48,892,516,1408,64.03,29.23,70.77,303,1896,13.78,86.22,0.0,0.17,0.24,0.51,0.02,0.22,244.09,60374013031,"Los Angeles, CA",6,37,401303,42751
060374013041,42812,LACA,332.94,5.45,458.72,5.66,17044.74,0.62,13433.89,0.19,14.86,26.4,2829,19,0.67,378,13.36,316,11.17,1343,47.47,309,10.19,7712670.12,390146.77,605444.6,30626.52,0.66,0.76,229.06,1936.29,6147.4,97.95,314.47,2164.37,15360.13,345.81,0.63,2325.74,126.75,26.75,103.96,0.6,122.8,1.53,7712.67,390.15,38.99,29.0,59.1,0.76,355,264,537,133105,85.62,176,524,700,24.74,72.77,27.23,833,1996,29.45,70.55,0.0,0.32,0.44,0.96,0.02,0.41,314.02,60374013041,"Los Angeles, CA",6,37,401304,42752
