OBJECTID,BG20,CT20,LABEL,ShapeSTArea,ShapeSTLength
23271,4307231,430723,BG 1,2024106.97456723,6322.17278463629
23272,4307232,430723,BG 2,3211185.07704255,8545.63466756398
23273,4307241,430724,BG 1,2791528.8390217,7115.06883057014
23274,4307242,430724,BG 2,3449784.61374307,8717.57534204087
23275,4308011,430801,BG 1,8010389.75549928,12505.6850466877
23276,4308012,430801,BG 2,5181927.34369505,13192.7245682113
23277,4308013,430801,BG 3,1507722.85707175,5382.89845934337
23278,4308014,430801,BG 4,3701566.36226927,7707.03770577711
23279,4308021,430802,BG 1,4200778.1315625,8782.32202304457
23280,4308022,430802,BG 2,5669232.73051946,10646.7844670721
23281,4308023,430802,BG 3,4565896.37928714,9325.44214281859
23282,4308024,430802,BG 4,5578237.28472232,9712.89710259259
23283,4308031,430803,BG 1,3947588.64108486,10929.9132034591
23284,4308032,430803,BG 2,7825990.09160521,12503.4347730229
23285,4308033,430803,BG 3,4991656.42091648,9280.18256005576
23286,4308034,430803,BG 4,4648636.60366844,10235.8045345458
23287,4308035,430803,BG 5,3102130.70326553,8004.35816877333
23288,4309011,430901,BG 1,4844916.30057366,9887.14116797982
23289,4309012,430901,BG 2,4345977.71106435,9121.5299451839
23290,4309013,430901,BG 3,3342354.05304024,8292.20184310029
23291,4309021,430902,BG 1,8546621.68028208,13264.9685246441
23292,4309022,430902,BG 2,2381041.2038957,8068.05105542348
23293,4309023,430902,BG 3,1750249.29247072,5453.55910355604
23294,4310021,431002,BG 1,6664094.97919299,14396.5409110547
23295,4310022,431002,BG 2,7905630.26377385,12189.0553664207
23296,4310031,431003,BG 1,2638885.38142322,6628.42083033111
23297,4310032,431003,BG 2,6552598.29373343,10569.5410033084
23298,4310041,431004,BG 1,4244597.86097584,8327.52051988827
23299,4310042,431004,BG 2,5511872.84512069,10055.4317176573
23300,4311001,431100,BG 1,10498653.6803335,15465.2844252678
23301,4311002,431100,BG 2,10405256.7433896,20737.4038560222
23302,4311003,431100,BG 3,5070501.72281579,10549.8529627177
23303,4311004,431100,BG 4,6392643.18202749,19022.2818340782
23304,4312001,431200,BG 1,4917163.22221083,14058.9576658645
23305,4312002,431200,BG 2,3386593.7180444,11209.888918282
23306,4312003,431200,BG 3,2481167.33777382,7640.60284071348
23307,4312004,431200,BG 4,5229713.64421634,10447.6522061792
23308,4313001,431300,BG 1,2560141.15527733,8308.89424731307
23309,4313002,431300,BG 2,3853240.44852244,8838.90825137575
23310,4313003,431300,BG 3,2377135.29500647,10269.5643163041
23311,4314001,431400,BG 1,8694368.97835352,15036.6584036676
23312,4314002,431400,BG 2,2948612.31921103,7749.25835082903
23313,4314003,431400,BG 3,3362373.17677379,7511.05651280924
23314,4314004,431400,BG 4,4351030.63050847,9112.83274541007
23315,4315011,431501,BG 1,2855698.87162945,6979.68938555017
23316,4315012,431501,BG 2,4403750.28283515,9513.37830449324
23317,4315013,431501,BG 3,3914755.86802602,10470.455117014
23318,4315021,431502,BG 1,3234124.05007264,7413.49941229344
23319,4315022,431502,BG 2,11741440.9913564,20910.8475143441
23320,4315023,431502,BG 3,3293631.85968407,12099.3769106588
23321,4315024,431502,BG 4,3501624.92321026,9783.66893047475
23322,4316001,431600,BG 1,6456996.83641929,11093.734250033
23323,4316002,431600,BG 2,9218297.64167313,14234.3022961828
23324,4316003,431600,BG 3,7235477.17698528,11682.9532298806
23325,4317011,431701,BG 1,7074679.7699245,12249.7077403521
23326,4317012,431701,BG 2,6167398.52412711,11836.7966051783
23327,4317013,431701,BG 3,8201066.62057346,13323.5693405435
23328,4317014,431701,BG 4,5417333.1766563,15355.6941754199
23329,4317015,431701,BG 5,8511233.22340236,11594.3044751556
23330,4318001,431800,BG 1,6102877.91936927,11882.9124639519
23331,4318002,431800,BG 2,5205271.69100958,11892.2597266576
23332,4318003,431800,BG 3,3350056.2933503,11778.594486223
23333,4319001,431900,BG 1,2751227.40246503,8132.12285215986
23334,4319002,431900,BG 2,3521192.05140284,7971.35548781718
23335,4319003,431900,BG 3,4482025.77094479,9461.06025246833
23336,4320011,432001,BG 1,4505910.35346914,8793.83329746242
23337,4320012,432001,BG 2,3356057.63768527,7796.03950438658
23338,4320021,432002,BG 1,5128106.25919275,9160.51820398355
23339,4320022,432002,BG 2,3179957.09622833,7864.98930827225
23340,4320023,432002,BG 3,3081215.81129828,7280.4927629615
23341,4320024,432002,BG 4,4860103.87804513,8921.21863777206
23342,4321011,432101,BG 1,4333307.253097,9044.23228514741
23343,4321012,432101,BG 2,4607672.00298846,10990.5846418512
23344,4321013,432101,BG 3,3551504.31508943,9400.79948085283
23345,4321021,432102,BG 1,4576403.02749171,9156.37106687752
23346,4321022,432102,BG 2,3610761.44627419,8558.00896864764
23347,4321023,432102,BG 3,3226970.73081278,8721.53980959773
23348,4321024,432102,BG 4,2986861.76158126,8313.30804377023
23349,4321025,432102,BG 5,5731926.86581554,11708.0794491355
23350,4322011,432201,BG 1,5983164.00166088,10842.9556819783
23351,4322012,432201,BG 2,7116110.27931621,11005.0855141249
23352,4322021,432202,BG 1,3537737.62394472,7713.41367502196
23353,4322022,432202,BG 2,5487152.7803671,10786.9227188115
23354,4322023,432202,BG 3,5179630.01342182,10410.6069181933
23355,4323001,432300,BG 1,2271876.42403383,6281.67403972871
23356,4323002,432300,BG 2,5826399.40972173,15156.1537460118
23357,4323003,432300,BG 3,13290576.2007939,17883.0562191657
23358,4324011,432401,BG 1,6887733.72113356,14029.6449994358
23359,4324012,432401,BG 2,4542452.95084669,8676.2946239117
23360,4324021,432402,BG 1,5159042.13471133,9107.4025621817
23361,4324022,432402,BG 2,7511579.16518934,13634.4231651456
23362,4324023,432402,BG 3,3601198.95423576,8149.36831534092
23363,4325011,432501,BG 1,6362657.41213056,13478.3569681546
23364,4325012,432501,BG 2,5127111.04278503,14986.6107291675
23365,4325021,432502,BG 1,12717560.8921271,21167.6360094152
23366,4325022,432502,BG 2,6226010.93318144,10077.1940425159
23367,4326011,432601,BG 1,2658283.07187302,7754.18216620399
23368,4326012,432601,BG 2,3743429.4682567,8096.14100862976
23369,4326013,432601,BG 3,4081620.89237584,10598.7955109129
23370,4326014,432601,BG 4,4638194.5152401,9350.14733756421
23371,4326021,432602,BG 1,4273898.58634588,11192.4170252429
23372,4326022,432602,BG 2,3434216.26834849,8029.81506663016
23373,4326023,432602,BG 3,3749692.40181792,13838.5723297278
23374,4327001,432700,BG 1,4886139.07885695,9018.79997049357
23375,4327002,432700,BG 2,8974751.18926366,17022.1386110308
23376,4327003,432700,BG 3,6150040.15347902,12417.2678553744
23377,4328011,432801,BG 1,4059453.65570064,8590.24649989571
23378,4328012,432801,BG 2,4713545.27706976,10179.2640354907
23379,4328021,432802,BG 1,1385519.14289079,5615.86156167382
23380,4328022,432802,BG 2,1828797.67803487,6801.48330406589
23381,4328023,432802,BG 3,3165609.90219795,7923.05947537361
23382,4329011,432901,BG 1,4993173.83914124,9011.54344196978
23383,4329012,432901,BG 2,4699218.77119907,10312.659303335
23384,4329013,432901,BG 3,2520911.12342311,6436.75555636909
23385,4329021,432902,BG 1,4703458.0203542,10773.956610175
23386,4329022,432902,BG 2,7010895.00294353,14893.52245341
23387,4331031,433103,BG 1,3466195.39971487,15763.2629654459
23388,4331032,433103,BG 2,2434714.16645876,12330.4305491332
23389,4331033,433103,BG 3,1919545.72421594,6434.04189546064
23390,4331034,433103,BG 4,14597952.8520422,22166.977820946
23391,4332001,433200,BG 1,5631522.53948414,10659.4959750038
23392,4332002,433200,BG 2,4430387.63889331,11504.3984584873
23393,4332003,433200,BG 3,3284559.59159914,8491.70715785131
23394,4332004,433200,BG 4,5892190.97478275,16265.9768426692
23395,4333021,433302,BG 1,9194825.58127058,16806.5799937028
23396,4333041,433304,BG 1,2480566.51963485,7336.02423913039
23397,4333042,433304,BG 2,6019075.22624549,10394.180668448
23398,4333051,433305,BG 1,3416827.50736349,9028.8410992681
23399,4333052,433305,BG 2,2093235.57053246,6007.38707938837
23400,4333061,433306,BG 1,3229919.47925622,7749.81315625144
23401,4333062,433306,BG 2,1444909.33725311,5708.90408214857
23402,4333071,433307,BG 1,3089141.39352125,11970.4792796993
23403,4333072,433307,BG 2,1451598.78113637,5744.73075835294
23404,4334021,433402,BG 1,2387497.58942067,6208.43777750515
23405,4334022,433402,BG 2,3617506.82901286,10148.2508598597
23406,4334031,433403,BG 1,3938697.87808114,8387.13882315485
23407,4334032,433403,BG 2,2582179.06868134,6878.48091929009
23408,4334033,433403,BG 3,1086652.4182416,5108.63800690798
23409,4335051,433505,BG 1,3482828.8773334,7942.92125738997
23410,4335052,433505,BG 2,2418959.1889641,8163.63388920098
23411,4335053,433505,BG 3,2334569.21708275,6201.53603600197
23412,4335061,433506,BG 1,12676497.2537873,16771.0295806876
23413,4335062,433506,BG 2,4937952.4648542,13843.8574953478
23414,4336011,433601,BG 1,5883038.44397646,15871.7082506293
23415,4336012,433601,BG 2,6231021.69871487,10369.7470603162
23416,4336021,433602,BG 1,10782754.3070627,16051.8805241486
23417,4338031,433803,BG 1,4458636.88807836,9817.33454161232
23418,4338032,433803,BG 2,8337700.30130388,20619.7266814763
23419,4338041,433804,BG 1,3480961.0451642,9217.98204871535
23420,4338042,433804,BG 2,8143143.4305799,15203.1845986764
23421,4338043,433804,BG 3,4663597.54394984,9297.99973668278
23422,4339011,433901,BG 1,4246108.85431088,8654.67541179106
23423,4339012,433901,BG 2,2021498.88560632,5701.2573406042
23424,4339013,433901,BG 3,1492293.77037931,4903.22744195033
23425,4339031,433903,BG 1,1483649.25417195,6081.71902097418
23426,4339032,433903,BG 2,879321.198805816,4597.76924813421
23427,4339033,433903,BG 3,3929083.10088514,8475.3288753443
23428,4339034,433903,BG 4,3500302.21893163,7949.27388770463
23429,4340011,434001,BG 1,4545225.85647961,8673.16580906959
23430,4340012,434001,BG 2,7005743.58408469,15481.3873196682
23431,4340031,434003,BG 1,3842689.78149672,8450.89635222172
23432,4340032,434003,BG 2,3643574.90677643,11921.7018835034
23433,4340033,434003,BG 3,2884798.99835788,7006.90193433586
23434,4340041,434004,BG 1,7366791.58869928,11945.1616703822
23435,4341001,434100,BG 1,4718833.54852249,9229.66757527697
23436,4341002,434100,BG 2,5256750.64952649,9218.35141891385
23437,4341003,434100,BG 3,8876900.1112831,16730.5079700227
23438,4341004,434100,BG 4,4975507.0279107,10377.003893705
23439,4341005,434100,BG 5,3013423.78016307,7330.97095214708
23440,4600011,460001,BG 1,55955875.8254045,50542.4828427469
23441,4600021,460002,BG 1,9819812.78845446,17987.0096651853
23442,4600022,460002,BG 2,7063144.88140641,17233.9939426206
23443,4601011,460101,BG 1,6508409.68750077,13090.3795582663
23444,4601012,460101,BG 2,25957870.8777539,28268.5216269394
23445,4601013,460101,BG 3,4966223.86105699,11390.5625907979
23446,4601014,460101,BG 4,4042749.61170783,8184.31921683923
23447,4601015,460101,BG 5,19858605.6065959,29499.5120402594
23448,4602001,460200,BG 1,14126448.3305705,16562.5935141262
23449,4602002,460200,BG 2,3249416.30561551,7448.56899158172
23450,4602003,460200,BG 3,6224871.46176466,11636.6890676496
23451,4602004,460200,BG 4,3402042.6718473,7777.8199601691
23452,4602005,460200,BG 5,7315769.24407568,11456.3229023632
23453,4603011,460301,BG 1,5231037.45791698,10446.7940685408
23454,4603012,460301,BG 2,3938200.80398356,8004.46303371365
23455,4603013,460301,BG 3,3400406.30087625,7590.52475948248
23456,4603014,460301,BG 4,40373755.7942419,40078.9057595641
23457,4603021,460302,BG 1,4238367.9275416,8674.31014160219
23458,4603022,460302,BG 2,3178858.0011635,9975.21780532086
23459,4603023,460302,BG 3,3563322.94109942,7591.43048265716
23460,4603024,460302,BG 4,3149607.99490386,9494.98249520496
23461,4604011,460401,BG 1,57784780.4266518,86126.0024421886
23462,4605011,460501,BG 1,45117214.0569022,43688.0302103491
23463,4605012,460501,BG 2,7151553.30605285,12407.2706916384
23464,4605013,460501,BG 3,28113117.9399271,45808.8100286788
23465,4605021,460502,BG 1,8641608.31328861,12089.7739685679
23466,4605022,460502,BG 2,10696307.7133409,16206.1268689941
23467,4605023,460502,BG 3,8798795.42620781,14492.0951170019
23468,4606011,460601,BG 1,25032897.2076511,38481.405434467
23469,4606012,460601,BG 2,8926301.905162,13568.4453870143
23470,4606013,460601,BG 3,13531807.6638745,20245.9881957835
23471,4606014,460601,BG 4,4871038.77427202,17990.706014443
23472,4607001,460700,BG 1,15697475.5714865,19124.0963046727
23473,4607002,460700,BG 2,14338795.1369652,18698.6848484484
23474,4607003,460700,BG 3,10910286.3889881,20621.7959603765
23475,4607004,460700,BG 4,10614497.4682006,14521.6292998118
23476,4607005,460700,BG 5,28561211.8105173,31780.9637985561
23477,4608001,460800,BG 1,42931504.6855995,35315.8727104263
23478,4608002,460800,BG 2,29654586.2308977,42181.1445029685
23479,4609001,460900,BG 1,4271351.66910914,9074.04489462918
23480,4609002,460900,BG 2,3871355.7310048,8979.03114622857
23481,4609003,460900,BG 3,3462061.02320597,7843.26217734989
23482,4609004,460900,BG 4,11370222.6916339,19557.2954986857
23483,4609005,460900,BG 5,3444749.28107803,7855.82125478533
23484,4610001,461000,BG 1,3622593.3570727,8003.72495035285
23485,4610002,461000,BG 2,4473889.93335175,9546.67310847127
23486,4610003,461000,BG 3,4722763.58014839,10616.1888458632
23487,4610004,461000,BG 4,6228926.26286914,15966.648261346
23488,4611001,461100,BG 1,4202466.09907394,8340.35435049856
23489,4611002,461100,BG 2,6263110.795618,13034.4370453643
23490,4611003,461100,BG 3,4698004.58572395,12328.8924292872
23491,4611004,461100,BG 4,5918774.15588174,11862.8144806128
23492,4612001,461200,BG 1,4430129.1462197,10312.6079289501
23493,4612002,461200,BG 2,7764706.12962645,12898.2027649763
23494,4612003,461200,BG 3,7356547.96106866,12666.7250389207
23495,4612004,461200,BG 4,6880878.55486496,10497.7399839193
23496,4613001,461300,BG 1,4915846.79001,9672.24913425066
23497,4613002,461300,BG 2,5161697.76808002,9797.24447272514
23498,4613003,461300,BG 3,4361422.93730236,10339.9490076229
23499,4613004,461300,BG 4,6546116.30615453,15164.5337920431
23500,4614001,461400,BG 1,4097421.18022033,9252.22751050746
23501,4614002,461400,BG 2,2936076.12376157,8150.78619597289
23502,4614003,461400,BG 3,3910151.71262056,9636.27739479629
23503,4615011,461501,BG 1,3574695.09035281,8773.14052304967
23504,4615012,461501,BG 2,2496209.12486978,7518.45916788717
23505,4615013,461501,BG 3,4736148.73217227,9116.3995628061
23506,4615021,461502,BG 1,3484326.75098243,7780.76512218902
23507,4615022,461502,BG 2,3493685.29851063,7831.76836855546
23508,4615023,461502,BG 3,2826691.07433021,6866.5439169313
23509,4615024,461502,BG 4,2815943.44573664,6853.51350331472
23510,4616001,461600,BG 1,3035491.20377496,7974.03276492903
23511,4616002,461600,BG 2,6647859.05925984,15017.0330743066
23512,4616003,461600,BG 3,4098687.8102857,9449.40759261915
23513,4616004,461600,BG 4,4102052.74558228,10618.011818794
23514,4617001,461700,BG 1,12429284.7603351,16762.4929885428
23515,4617002,461700,BG 2,11337097.4561639,15101.9286430632
23516,4619011,461901,BG 1,2902841.75588429,6968.67303147458
23517,4619012,461901,BG 2,3641357.73821299,8008.7244612223
23518,4619013,461901,BG 3,2914333.88332526,7036.69488742286
23519,4619021,461902,BG 1,3092110.92904367,7250.8472718973
23520,4619022,461902,BG 2,5898836.24641653,9639.69766437602
23521,4620011,462001,BG 1,3436771.59252274,8105.58185515629
23522,4620012,462001,BG 2,2070864.93021936,6138.29889892508
23523,4620021,462002,BG 1,1843144.31221735,5424.36950140334
23524,4620022,462002,BG 2,1829619.26885268,5415.40161475063
23525,4620023,462002,BG 3,1833041.55991782,5424.48981147255
23526,4621001,462100,BG 1,3798984.64975665,8230.82653073127
23527,4621002,462100,BG 2,3757705.30795052,8232.49679674821
23528,4621003,462100,BG 3,3679361.09921594,8115.56864543794
23529,4622011,462201,BG 1,2902110.85973811,6951.62124268746
23530,4622012,462201,BG 2,1104074.20611288,4357.64307159456
23531,4622013,462201,BG 3,1772058.98839818,5338.97567722231
23532,4622021,462202,BG 1,3039440.30292545,7179.7877567477
23533,4622022,462202,BG 2,3076929.37595016,7222.3545564702
23534,4623011,462301,BG 1,2621890.3038247,6708.40732563796
23535,4623012,462301,BG 2,1731215.52925095,5787.33460173708
23536,4623013,462301,BG 3,2454440.74260587,6497.2976683837
23537,4623021,462302,BG 1,1699613.08167544,6397.95834673192
23538,4623022,462302,BG 2,3295770.31380906,11931.1553020536
23539,4623023,462302,BG 3,2549356.1007994,6617.22186154404
23540,4624001,462400,BG 1,4975637.48473532,11399.9642376449
23541,4624002,462400,BG 2,3126965.59087637,10485.9713034376
23542,4624003,462400,BG 3,2743164.25489346,10676.2860418896
23543,4624004,462400,BG 4,3319636.70013295,9957.27242716566
23544,4625001,462500,BG 1,11326257.6274908,17884.7757196126
23545,4625002,462500,BG 2,4615311.67570295,9749.10977403796
23546,4625003,462500,BG 3,8008850.89850805,12840.9008178294
23547,4625004,462500,BG 4,3685495.83221022,7747.63312917899
23548,4626001,462600,BG 1,6399849.60345275,12257.3307260263
23549,4626002,462600,BG 2,4886841.46058747,12876.0792271366
23550,4627001,462700,BG 1,3146403.83594198,7940.41485120841
23551,4627002,462700,BG 2,4164386.97976866,9014.8594320305
23552,4627003,462700,BG 3,4826315.070034,8866.44727943649
23553,4627004,462700,BG 4,3025968.36696728,7291.11370705109
23554,4627005,462700,BG 5,2871495.62174551,7211.4299324624
23555,4628001,462800,BG 1,5659968.22279376,9698.76698824633
23556,4628002,462800,BG 2,6474312.45863606,10292.669269686
23557,4629001,462900,BG 1,8779084.22837234,13954.5457464842
23558,4629002,462900,BG 2,4746610.48021162,10807.7298876129
23559,4629003,462900,BG 3,11711911.8106192,17497.81283415
23560,4630001,463000,BG 1,6393824.77835031,11673.4588250481
23561,4630002,463000,BG 2,13161403.2830866,15197.3500203595
23562,4631031,463103,BG 1,6601009.24604853,13026.1394757906
23563,4631032,463103,BG 2,15434008.6337954,21676.0521446614
23564,4631033,463103,BG 3,5283230.07414139,13105.0195208143
23565,4631034,463103,BG 4,4013303.74418509,8112.80781049538
23566,4631035,463103,BG 5,8225495.87665759,13839.0113366063
23567,4632001,463200,BG 1,6284274.71275982,13698.7311507607
23568,4632002,463200,BG 2,9240436.8431944,18063.5404686353
23569,4632003,463200,BG 3,2004566.35983247,6599.69099486453
23570,4633001,463300,BG 1,3817796.89380879,8879.03363304401
23571,4633002,463300,BG 2,3282438.50451684,8652.12838629557
23572,4634001,463400,BG 1,3705579.55595609,8529.05170875234
23573,4634002,463400,BG 2,5769941.37986887,14187.1568757698
23574,4634003,463400,BG 3,8097149.53631747,14459.8684549835
23575,4634004,463400,BG 4,3201241.31248904,7720.66119265512
23576,4635001,463500,BG 1,4177035.40537827,10172.8289516404
23577,4635002,463500,BG 2,10094615.4235836,14195.496092322
23578,4635003,463500,BG 3,3832297.03342452,8486.85748108947
23579,4636011,463601,BG 1,2725640.4221686,6735.10945601079
23580,4636012,463601,BG 2,1516073.03333772,5145.99449977616
23581,4636013,463601,BG 3,3034413.58064216,7071.53599034926
23582,4636014,463601,BG 4,2713802.39903149,6644.26406982514
23583,4636021,463602,BG 1,2611086.51664965,6557.98672295979
23584,4636022,463602,BG 2,2724193.31783152,6690.72374479793
23585,4636023,463602,BG 3,1824000.78479978,6062.34172130023
23586,4636024,463602,BG 4,2824866.53832727,7211.94457830628
23587,4637001,463700,BG 1,8642704.52094941,12455.6776416817
23588,4637002,463700,BG 2,10041601.8786051,13026.165943294
23589,4638001,463800,BG 1,11956738.1276411,21589.654886469
23590,4638002,463800,BG 2,5432630.82449738,21212.6466218765
23591,4638003,463800,BG 3,8119308.86218674,24843.4876948675
23592,4638004,463800,BG 4,5354653.08661924,16424.2579853129
23593,4639001,463900,BG 1,6048417.62116277,10490.3365265992
23594,4639002,463900,BG 2,4463223.20225021,9055.91371743464
23595,4639003,463900,BG 3,9744934.12380528,14379.4556474995
23596,4640001,464000,BG 1,11925217.9821547,19084.2669674221
23597,4640002,464000,BG 2,6665088.75666835,12182.03831145
23598,4640003,464000,BG 3,4280924.18293427,10466.2179215728
23599,4640004,464000,BG 4,4273099.26241256,8309.35201925358
23600,4640005,464000,BG 5,6724520.04903766,14955.6392836313
23601,4641011,464101,BG 1,8210051.44876975,16896.1004419068
23602,4641012,464101,BG 2,6440608.97310882,13972.2723240988
23603,4641013,464101,BG 3,19567097.8704717,25799.3381494007
23604,4641021,464102,BG 1,5689675.09403584,12588.0394160613
23605,4641022,464102,BG 2,5821095.85011661,12387.1158059632
23606,4641023,464102,BG 3,12560330.6536677,23317.0265082238
23607,4641024,464102,BG 4,9137837.62946178,13150.0439795787
23608,4642001,464200,BG 1,4792430.88592326,8618.71120385331
23609,4642002,464200,BG 2,6520025.72289296,10841.1483841453
23610,4642003,464200,BG 3,5321419.23801869,10274.5110471984
23611,4642004,464200,BG 4,4946834.13128944,10346.6584571549
23612,4642005,464200,BG 5,7092221.03228248,12252.2234223455
23613,4642006,464200,BG 6,8574094.56416162,13313.8732329931
23614,4800021,480002,BG 1,4022290.29284673,9040.69745392951
23615,4800022,480002,BG 2,6075072.13961494,15857.0177652988
23616,4800023,480002,BG 3,5011882.1347209,11479.2636766011
23617,4800111,480011,BG 1,4324753.08684638,8615.39989794712
23618,4800112,480011,BG 2,7800244.33310819,10999.1136269055
23619,4800121,480012,BG 1,2349396.1984272,6335.3774759188
23620,4800122,480012,BG 2,4679219.64209341,9451.75257225733
23621,4800123,480012,BG 3,2897819.26455736,7635.14922953529
23622,4800124,480012,BG 4,3881747.28098155,9106.17048854158
23623,4801011,480101,BG 1,5213044.32209035,9618.05303939399
23624,4801012,480101,BG 2,3050372.6437753,9827.04889118444
23625,4801013,480101,BG 3,3972801.13741417,8884.10030689926
23626,4801021,480102,BG 1,3729867.13448483,8758.5411269211
23627,4801022,480102,BG 2,2773442.68312734,7040.1295183502
23628,4801023,480102,BG 3,3479740.36139704,9713.61326734971
23629,4801024,480102,BG 4,3238909.76333897,9663.29823419887
23630,4802011,480201,BG 1,6294274.47728663,10983.9638607061
23631,4802012,480201,BG 2,3873840.37316327,9904.04063644681
23632,4802013,480201,BG 3,6331160.99197163,13724.1897820429
23633,4802021,480202,BG 1,3803104.19567987,9556.49913669396
23634,4802022,480202,BG 2,9523652.3039297,13697.2778794945
23635,4802023,480202,BG 3,2980575.53144817,7900.43554557184
23636,4803021,480302,BG 1,3967861.79631289,8597.44798639163
23637,4803022,480302,BG 2,4780295.81586751,8745.8027270996
23638,4803023,480302,BG 3,2558564.80969253,6844.12281818032
23639,4803031,480303,BG 1,1970985.30566848,6746.48774784509
23640,4803032,480303,BG 2,2890198.97381743,7433.51104846717
23641,4803041,480304,BG 1,1834780.07074283,5725.69466203311
23642,4803042,480304,BG 2,1031415.83074494,4576.6226281007
23643,4803043,480304,BG 3,1833620.31108133,5512.9870679297
23644,4804001,480400,BG 1,5280336.85628983,9338.75608538268
23645,4804002,480400,BG 2,3674270.14930579,8571.71929191134
23646,4804003,480400,BG 3,4882436.37026513,8996.19077339748
23647,4805001,480500,BG 1,6277504.70719632,12850.4074613788
23648,4805002,480500,BG 2,6762104.75174992,11905.7679654624
23649,4805003,480500,BG 3,5177296.06905111,10381.6281749613
23650,4805004,480500,BG 4,4509873.79919627,10165.1171071566
23651,4806011,480601,BG 1,2776672.30169086,10753.7919451998
23652,4806012,480601,BG 2,2462754.44778728,7778.57590690578
23653,4806013,480601,BG 3,2365800.43861833,6082.11887900472
23654,4806021,480602,BG 1,3837688.51492758,10155.2512171072
23655,4806022,480602,BG 2,2160148.25009741,6503.60148500856
23656,4806023,480602,BG 3,7344493.5055065,17849.0047037557
23657,4806024,480602,BG 4,4482211.23903925,8668.74843291045
23658,4807021,480702,BG 1,13562081.1486895,21704.2682069499
23659,4807022,480702,BG 2,9859282.83485613,16662.7485341752
23660,4807031,480703,BG 1,7190742.1702246,16139.8933993894
23661,4807032,480703,BG 2,5027740.35446807,11018.4370666747
23662,4807041,480704,BG 1,4225795.18089644,11245.061183021
23663,4807042,480704,BG 2,3922553.83571461,10290.4325143825
23664,4807043,480704,BG 3,3362286.70236488,7184.35559599361
23665,4808021,480802,BG 1,8404715.51074937,12160.9905607622
23666,4808022,480802,BG 2,10117095.6548827,13465.3779750873
23667,4808031,480803,BG 1,2629506.52478594,7817.78080608566
23668,4808032,480803,BG 2,4391057.55216695,8882.26532289007
