OBJECTID,BG20,CT20,LABEL,ShapeSTArea,ShapeSTLength
21696,2326021,232602,BG 1,2866504.19166956,6984.41542338926
21697,2326022,232602,BG 2,2853720.85266675,6964.66128977731
21698,2327011,232701,BG 1,2986772.83265495,7152.59101278509
21699,2327021,232702,BG 1,3226634.14995873,7488.08488693334
21700,2327022,232702,BG 2,1657311.51534875,6173.36560268986
21701,2328001,232800,BG 1,1643601.54049802,5697.34791103133
21702,2328002,232800,BG 2,2948840.98417947,6929.2969347295
21703,2340011,234001,BG 1,2352231.92090423,7405.41151249383
21704,2340012,234001,BG 2,2750183.23808328,8097.03960617031
21705,2340013,234001,BG 3,2187390.52245653,7084.20093153234
21706,2340021,234002,BG 1,3530912.11935227,8068.72096053728
21707,2340022,234002,BG 2,2546838.07406418,7162.89978553769
21708,2342001,234200,BG 1,3208868.57667144,9722.44204555285
21709,2342002,234200,BG 2,2086970.2083587,6025.71563244488
21710,2342003,234200,BG 3,4207697.70953797,8746.47202361639
21711,2343011,234301,BG 1,2674631.87622444,6802.58588445485
21712,2343012,234301,BG 2,2750254.1859704,8193.76414887718
21713,2343021,234302,BG 1,2418359.15030855,7405.31282574507
21714,2343022,234302,BG 2,1524564.74805298,5391.75523900981
21715,2345011,234501,BG 1,2372584.18269054,6254.94511021715
21716,2345012,234501,BG 2,5719794.29796834,10142.914666844
21717,2345021,234502,BG 1,1719518.22674538,5245.19659744901
21718,2345022,234502,BG 2,1310760.26746702,4627.85963887408
21719,2345023,234502,BG 3,2834572.14359802,7086.01848211595
21720,2346001,234600,BG 1,3371211.41935521,8262.55430800406
21721,2346002,234600,BG 2,2077236.81481418,7494.78990627466
21722,2346003,234600,BG 3,2609118.85310791,6482.19293407367
21723,2346004,234600,BG 4,5977255.72937531,10410.30662175
21724,2347001,234700,BG 1,1553225.02543713,4986.41042357387
21725,2347002,234700,BG 2,1550907.94004955,5023.15286909566
21726,2347003,234700,BG 3,2999638.67331741,7193.17236559403
21727,2347004,234700,BG 4,1883814.14595993,5533.58036541554
21728,2348001,234800,BG 1,1672324.41736989,5784.15432847963
21729,2348002,234800,BG 2,1867665.92954334,6106.66734882314
21730,2348003,234800,BG 3,1861419.4281791,7996.84644922528
21731,2348004,234800,BG 4,1640358.75033263,5754.57240623644
21732,2349011,234901,BG 1,1956964.83449502,7932.47666635262
21733,2349012,234901,BG 2,1545821.03199324,5257.96400566645
21734,2349021,234902,BG 1,1182750.90242885,4429.99555834969
21735,2349022,234902,BG 2,2088794.75710133,6386.23410719115
21736,2349023,234902,BG 3,1547756.99347465,5260.25681488319
21737,2351001,235100,BG 1,3125137.39918206,9343.1364444097
21738,2351002,235100,BG 2,3151712.7841448,8768.69100568946
21739,2351003,235100,BG 3,3221675.62687851,9465.59522515799
21740,2351004,235100,BG 4,3218980.29210548,10296.3157841857
21741,2352011,235201,BG 1,1945372.5491822,5591.18770175821
21742,2352012,235201,BG 2,2644669.49636904,6692.13223888367
21743,2352013,235201,BG 3,2434715.74773471,7637.38467690192
21744,2352021,235202,BG 1,3471660.3317378,7933.76359305824
21745,2352022,235202,BG 2,3066718.84430081,7936.97915445532
21746,2352023,235202,BG 3,2627886.38309123,6621.91491668989
21747,2360011,236001,BG 1,6527109.95871161,12026.8720425188
21748,2360012,236001,BG 2,11902808.8086792,21927.3141658661
21749,2360013,236001,BG 3,2684388.55003259,7029.93060017501
21750,2360014,236001,BG 4,2598160.0137941,7627.75669910752
21751,2361011,236101,BG 1,4247587.54393411,8887.22376232165
21752,2361012,236101,BG 2,2561940.8773833,7094.82999789325
21753,2361021,236102,BG 1,3121038.66187885,7394.42368481221
21754,2361022,236102,BG 2,2239957.36603509,6724.59516706143
21755,2362031,236203,BG 1,2894752.42035355,9572.58276277716
21756,2362032,236203,BG 2,757877.454685574,3575.85503468184
21757,2362041,236204,BG 1,1648668.7374332,6638.0348293742
21758,2362042,236204,BG 2,825637.094402298,4331.37744233392
21759,2362051,236205,BG 1,1448290.08406677,5327.16268094606
21760,2362052,236205,BG 2,349222.652052254,2648.79970523953
21761,2362061,236206,BG 1,1168664.25950644,5438.40646451635
21762,2362062,236206,BG 2,1790830.73905697,5455.7365455271
21763,2364001,236400,BG 1,4700883.06359614,11513.6259605946
21764,2364002,236400,BG 2,4795936.09111234,13036.4762002969
21765,2364003,236400,BG 3,4932281.89741634,18582.4995842616
21766,2371011,237101,BG 1,1295283.98752296,4650.60464032686
21767,2371012,237101,BG 2,890950.179254964,4019.72509754286
21768,2371013,237101,BG 3,850833.611851024,3826.53302228577
21769,2371014,237101,BG 4,3732900.61496236,8297.97022880253
21770,2371021,237102,BG 1,2881423.11374192,8933.18702907446
21771,2371022,237102,BG 2,2069650.22574995,6357.80669713457
21772,2372011,237201,BG 1,1737307.38757389,5716.70157820615
21773,2372012,237201,BG 2,1838951.66256643,5821.20321830967
21774,2372013,237201,BG 3,1304231.20952451,5281.60964540687
21775,2372021,237202,BG 1,1988750.23435318,6638.96536870212
21776,2372022,237202,BG 2,3224409.68415584,9272.35519420777
21777,2372023,237202,BG 3,2103330.36773246,5823.85548417771
21778,2372024,237202,BG 4,4615657.04287126,9835.09544064563
21779,2373001,237300,BG 1,1502410.72087202,6417.17217589629
21780,2373002,237300,BG 2,2038147.25388813,6026.38328510188
21781,2373003,237300,BG 3,2619510.22806353,9762.73079961167
21782,2373004,237300,BG 4,2896015.86700193,7545.17449426505
21783,2373005,237300,BG 5,1683199.7237517,5682.33140903465
21784,2374011,237401,BG 1,1862721.11020967,5467.06546658728
21785,2374012,237401,BG 2,1813869.81733754,5384.64932133943
21786,2374013,237401,BG 3,1878862.45310945,6970.97753921423
21787,2374021,237402,BG 1,1839908.34462925,5428.47556261966
21788,2374022,237402,BG 2,1893722.28601464,6991.06389811472
21789,2374023,237402,BG 3,1876950.29242886,5484.76462809289
21790,2375001,237500,BG 1,1393313.5650965,4954.87397929971
21791,2375002,237500,BG 2,2237714.11142553,6013.52286751759
21792,2376001,237600,BG 1,1112590.80766578,4734.7898204706
21793,2376002,237600,BG 2,1167067.09876306,4825.62040626988
21794,2376003,237600,BG 3,1982621.22410245,7530.1150812822
21795,2376004,237600,BG 4,1160071.88796778,4818.63617317237
21796,2377101,237710,BG 1,1919582.2556916,5545.11412890805
21797,2377102,237710,BG 2,2733533.41604166,6689.93891984472
21798,2377201,237720,BG 1,1925543.49238654,7526.81821722243
21799,2377202,237720,BG 2,1575216.62057165,5982.49226825439
21800,2378001,237800,BG 1,2433329.24946061,7277.58500219043
21801,2378002,237800,BG 2,2578481.75098783,7765.0978402201
21802,2378003,237800,BG 3,2832238.92797299,9374.00427153892
21803,2378004,237800,BG 4,2627177.82008804,6627.31506943235
21804,2379001,237900,BG 1,2638396.5817701,6627.95646368512
21805,2379002,237900,BG 2,2616723.97569465,6609.56367778111
21806,2379003,237900,BG 3,2630615.53465195,6723.38142471797
21807,2379004,237900,BG 4,2660770.20379813,6738.80090428856
21808,2380001,238000,BG 1,2174906.81355181,6257.69898366805
21809,2380002,238000,BG 2,2417576.73506047,7937.03988865439
21810,2380003,238000,BG 3,2847594.37132483,6951.65938195685
21811,2380004,238000,BG 4,1757269.31873864,5355.10383288375
21812,2380005,238000,BG 5,5220398.51827244,10510.871799824
21813,2380006,238000,BG 6,3489426.17521021,7920.97336409745
21814,2381001,238100,BG 1,2629849.60438707,6615.98027610924
21815,2381002,238100,BG 2,2648902.03757314,6637.06714970307
21816,2381003,238100,BG 3,2669769.47480435,6664.50503977273
21817,2381004,238100,BG 4,2640730.22543049,6636.23273905731
21818,2382001,238200,BG 1,3140033.1429153,7599.05334056542
21819,2382002,238200,BG 2,2779512.95880029,6687.30569362421
21820,2382003,238200,BG 3,2532491.4908879,7303.27323578926
21821,2382004,238200,BG 4,2598800.75925141,6571.70216279451
21822,2383101,238310,BG 1,1750870.89317538,5329.48409854972
21823,2383102,238310,BG 2,2523257.31722659,6555.38864783807
21824,2383201,238320,BG 1,2096670.8412247,5802.7586831052
21825,2383202,238320,BG 2,1504536.24764645,4920.44752055937
21826,2383203,238320,BG 3,1439461.98733235,6960.91607243754
21827,2384001,238400,BG 1,2704987.08764697,6817.41946058152
21828,2384002,238400,BG 2,4311051.84813914,10595.3544737952
21829,2384003,238400,BG 3,3502953.13835293,7945.29954988469
21830,2384004,238400,BG 4,3491158.17370931,7927.03586545219
21831,2392011,239201,BG 1,1948837.61364442,5590.12795140665
21832,2392012,239201,BG 2,1311655.5879987,4631.13385673416
21833,2392013,239201,BG 3,1581924.07299443,6244.72561507754
21834,2392021,239202,BG 1,10464207.8916692,13215.7987395886
21835,2392022,239202,BG 2,1952568.38475671,5597.06128267575
21836,2392023,239202,BG 3,1314164.29818111,4634.3575567457
21837,2393101,239310,BG 1,2032885.24448561,7025.45809452157
21838,2393102,239310,BG 2,2430468.22722951,6318.91446846078
21839,2393103,239310,BG 3,1293908.86308591,4603.05991163931
21840,2393201,239320,BG 1,1759696.54379157,5306.6840221749
21841,2393202,239320,BG 2,1976241.18532183,5632.21627734426
21842,2393301,239330,BG 1,8569781.06437479,13437.9620207511
21843,2393302,239330,BG 2,1973933.16831716,5628.99978974649
21844,2395011,239501,BG 1,1734243.27811174,5267.38847235052
21845,2395012,239501,BG 2,1642660.35259989,5129.71013542599
21846,2395013,239501,BG 3,1727614.09373729,5257.38995130494
21847,2395021,239502,BG 1,1799240.74457504,5365.70101264956
21848,2395022,239502,BG 2,2563607.16807609,6855.01103731581
21849,2395023,239502,BG 3,1136754.14798755,5378.27008386798
21850,2396011,239601,BG 1,1643153.06247814,5130.92742046925
21851,2396012,239601,BG 2,2902413.52574856,6937.72599879809
21852,2396021,239602,BG 1,1659467.7636587,5143.7340109819
21853,2396022,239602,BG 2,2195053.83260533,6257.29227081344
21854,2397011,239701,BG 1,2139487.41303816,7144.56569279494
21855,2397012,239701,BG 2,2270499.51474881,9497.67491531294
21856,2397021,239702,BG 1,1280422.51265036,4589.32223291605
21857,2397022,239702,BG 2,1808812.36504907,7148.77978730859
21858,2397023,239702,BG 3,2145098.31613556,5887.20571072962
21859,2398011,239801,BG 1,1336423.34003646,4667.37219631415
21860,2398012,239801,BG 2,1317771.44273862,4640.27428817309
21861,2398013,239801,BG 3,1336750.80246332,4655.76865319074
21862,2398021,239802,BG 1,1745902.58408512,5285.57146734031
21863,2398022,239802,BG 2,1752497.70637272,5296.02609564332
21864,2398023,239802,BG 3,1748359.21510293,5289.81103768912
21865,2398024,239802,BG 4,1313466.64305887,8616.25675888456
21866,2400101,240010,BG 1,1952843.76707439,5596.28278918969
21867,2400102,240010,BG 2,4381207.72500356,9268.10742456573
21868,2400201,240020,BG 1,3258551.1586317,7268.05617049759
21869,2400202,240020,BG 2,2157318.8139097,5907.71269286147
21870,2400203,240020,BG 3,2332407.72881588,6203.89819887956
21871,2402001,240200,BG 1,2152929.12526907,7302.67642237166
21872,2402002,240200,BG 2,3264950.3948188,7277.01583345424
21873,2402003,240200,BG 3,2621010.54071169,6629.37114094209
21874,2403011,240301,BG 1,2346385.73031948,6240.99230714471
21875,2403012,240301,BG 2,2701087.20597682,9197.30158223005
21876,2403021,240302,BG 1,2545693.60844421,6402.29853634205
21877,2403022,240302,BG 2,1163834.7605294,4472.38989342822
21878,2404011,240401,BG 1,2033753.35966141,6930.02819666407
21879,2404012,240401,BG 2,3580507.02362198,11388.2896277599
21880,2404013,240401,BG 3,1845810.59758845,6909.1240906459
21881,2404021,240402,BG 1,2153620.29528446,8546.08679129607
21882,2404022,240402,BG 2,2676303.56347524,7059.60753766918
21883,2404023,240402,BG 3,1642654.62158716,5154.30274761441
21884,2405001,240500,BG 1,2059725.87280285,7332.58459217843
21885,2405002,240500,BG 2,1827592.57421881,5784.48792733464
21886,2405003,240500,BG 3,1942715.27798314,5902.92460741556
21887,2405004,240500,BG 4,2916257.93969602,10942.866333858
21888,2406001,240600,BG 1,1992633.2046187,5972.72197322079
21889,2406002,240600,BG 2,1777913.49295098,6660.76108508801
21890,2406003,240600,BG 3,1757798.34895305,6630.9467208246
21891,2406004,240600,BG 4,1746811.91236783,6608.48429587673
21892,2407001,240700,BG 1,3154435.19221656,9826.56766864685
21893,2407002,240700,BG 2,1810944.26560795,5365.77717147155
21894,2407003,240700,BG 3,3065611.81710031,7283.41262434034
21895,2407004,240700,BG 4,2167360.23418809,5941.35161499874
21896,2407005,240700,BG 5,2659571.01386791,6674.5365279523
21897,2408001,240800,BG 1,2544896.55969482,8496.00488042177
21898,2408002,240800,BG 2,2168499.00122633,6800.89903219449
21899,2408003,240800,BG 3,2159063.22264401,6467.07627232082
21900,2409011,240901,BG 1,1881999.36209325,7786.4139547591
21901,2409012,240901,BG 2,1898220.37250693,6331.45609485683
21902,2409021,240902,BG 1,4589731.43949906,12329.6509253704
21903,2409022,240902,BG 2,3152252.08356266,7932.41665742658
21904,2410011,241001,BG 1,1817383.60879833,5434.74984554998
21905,2410012,241001,BG 2,3567225.04475444,8925.31604713694
21906,2410013,241001,BG 3,4373335.85546302,9355.41994773652
21907,2410021,241002,BG 1,2596326.32082328,8011.18793249849
21908,2410022,241002,BG 2,2784835.57314688,8795.46908226499
21909,2410023,241002,BG 3,2232996.0633377,6419.12769739471
21910,2411101,241110,BG 1,3484137.91153724,7876.74251584277
21911,2411102,241110,BG 2,1754169.43451497,5295.21603674684
21912,2411201,241120,BG 1,1551849.96110271,5075.10401325154
21913,2411202,241120,BG 2,2377669.05068712,6237.84790617796
21914,2411203,241120,BG 3,1933877.81635759,8761.85636346843
21915,2411204,241120,BG 4,1280851.32518569,4603.86144356876
21916,2412011,241201,BG 1,2129577.10311814,5839.34232799246
21917,2412012,241201,BG 2,1760202.18414265,5620.2222241948
21918,2412013,241201,BG 3,1340585.67173597,5702.337739346
21919,2412021,241202,BG 1,2826395.44921857,6796.74805577148
21920,2412022,241202,BG 2,2639873.85996637,6640.32672416846
21921,2412023,241202,BG 3,2231146.35248752,6917.08999369171
21922,2412024,241202,BG 4,3068222.36180086,8642.84032877287
21923,2412025,241202,BG 5,1755831.66155393,6767.54367498523
21924,2413001,241300,BG 1,3116028.36879803,9965.21476047511
21925,2413002,241300,BG 2,2504370.72664159,8076.07064189391
21926,2414001,241400,BG 1,2109038.77249894,5944.35002645029
21927,2414002,241400,BG 2,4086492.876307,8462.71632978072
21928,2420001,242000,BG 1,2424079.50108164,6217.83382603234
21929,2420002,242000,BG 2,3091601.63396173,7319.56313416436
21930,2420003,242000,BG 3,1445962.47013554,5023.70247844745
21931,2421001,242100,BG 1,4947449.41695917,9051.88857184885
21932,2422011,242201,BG 1,2535635.63531282,6435.5072989589
21933,2422012,242201,BG 2,1873646.05214382,5730.52233450838
21934,2422021,242202,BG 1,2673942.35881811,6756.66816733098
21935,2422022,242202,BG 2,1670648.95626543,8788.74423212817
21936,2423001,242300,BG 1,2616445.7586505,9074.46646962725
21937,2423002,242300,BG 2,2336388.81015576,7209.8791881066
21938,2423003,242300,BG 3,1829091.46256545,5943.79974607788
21939,2426001,242600,BG 1,1911673.62135857,6597.58886196835
21940,2426002,242600,BG 2,1942540.49361545,7882.87662841608
21941,2426003,242600,BG 3,1269606.52732344,5121.20505694632
21942,2427001,242700,BG 1,1895128.32851321,6155.81674668801
21943,2427002,242700,BG 2,3831677.41991382,10521.1301341357
21944,2427003,242700,BG 3,5201268.42488262,12679.165238573
21945,2430011,243001,BG 1,2197147.75882281,7986.06272440188
21946,2430012,243001,BG 2,1533549.12726469,6208.62596363304
21947,2430021,243002,BG 1,2205989.19312707,5938.34369471499
21948,2430022,243002,BG 2,2011287.67919611,5847.12866876789
21949,2431001,243100,BG 1,2753521.86654798,8082.64449158919
21950,2431002,243100,BG 2,1956057.28512389,6681.72109108723
21951,2431003,243100,BG 3,1598691.97309217,6329.82857793294
21952,2611021,261102,BG 1,26124433.8923571,40177.4110648793
21953,2611022,261102,BG 2,16166026.5559854,22872.7793807977
21954,2611023,261102,BG 3,43303143.8629293,36641.2038353835
21955,2611031,261103,BG 1,22388941.4824083,27838.5002305531
21956,2611041,261104,BG 1,49492157.0997438,45653.615030634
21957,2612001,261200,BG 1,44884262.6194171,40767.8559992406
21958,2612002,261200,BG 2,36816366.8062643,50614.2065928813
21959,2621001,262100,BG 1,18364545.7414804,27398.6518290363
21960,2621002,262100,BG 2,25492163.4600651,41587.5118863916
21961,2621003,262100,BG 3,50558719.6988833,54301.8967783756
21962,2622001,262200,BG 1,12492558.2315225,24198.4016418675
21963,2622002,262200,BG 2,58687886.834837,46619.1404874596
21964,2622003,262200,BG 3,21047225.6411933,27914.3133353349
21965,2623011,262301,BG 1,140540825.779067,74504.438696923
21966,2623021,262302,BG 1,20973985.7535366,26110.6250985842
21967,2623022,262302,BG 2,12000924.0251283,25048.7045406582
21968,2623031,262303,BG 1,9266519.79636298,16902.5876850797
21969,2623032,262303,BG 2,7650432.73461764,14908.8831955914
21970,2623033,262303,BG 3,11222722.5307732,28155.4477995737
21971,2624001,262400,BG 1,21274079.7189339,29493.7993391692
21972,2624002,262400,BG 2,100018098.048101,60882.4122159689
21973,2625011,262501,BG 1,2888189.89612137,7431.50303401489
21974,2625012,262501,BG 2,2723995.32308197,9541.83762970327
21975,2625013,262501,BG 3,12023162.4434811,23756.0612107755
21976,2626011,262601,BG 1,10673233.7871621,21228.1675539942
21977,2626012,262601,BG 2,28295073.756575,26938.9908393495
21978,2626041,262604,BG 1,2771516.33345738,8189.08390028508
21979,2626042,262604,BG 2,23053418.6189459,32510.8591834112
21980,2626043,262604,BG 3,17564757.2392771,22414.0005379258
21981,2626044,262604,BG 4,4117154.92136448,10615.4846154453
21982,2626045,262604,BG 5,13584605.0457094,24715.6813369356
21983,2627041,262704,BG 1,6604831.18446214,13133.363060781
21984,2627042,262704,BG 2,14489304.4028764,24392.3648209785
21985,2627061,262706,BG 1,15245943.2026742,35611.0213744881
21986,2627062,262706,BG 2,6970271.36494851,15732.215659208
21987,2627063,262706,BG 3,2923926.34336897,13148.9443169324
21988,2628021,262802,BG 1,12006268.6784607,23400.490305088
21989,2628022,262802,BG 2,4252527.89082095,13417.7961082892
21990,2628023,262802,BG 3,19664629.021967,33408.8816730589
21991,2640001,264000,BG 1,9278143.68118467,13453.1563722554
21992,2640002,264000,BG 2,6669687.40063444,12191.686344744
21993,2640003,264000,BG 3,4159233.07058486,8180.9768866817
21994,2641021,264102,BG 1,2281922.50305373,9422.44567430482
21995,2641022,264102,BG 2,1985703.06001933,7734.45832863445
21996,2641031,264103,BG 1,1001132.52538048,5122.64291728144
21997,2641032,264103,BG 2,1480161.06723374,6282.04425273921
21998,2643031,264303,BG 1,1339740.82751822,5226.59046032237
21999,2643032,264303,BG 2,990140.912441756,4140.32043913096
22000,2643041,264304,BG 1,623140.130131216,3177.35122825612
22001,2643042,264304,BG 2,1569544.72210749,5624.703540554
22002,2643051,264305,BG 1,1219707.14492253,4954.92390996671
22003,2643052,264305,BG 2,11265760.1996948,16397.6576921705
22004,2643053,264305,BG 3,1999777.41811678,8410.64585833497
22005,2643061,264306,BG 1,3838849.76578658,9091.53407028679
22006,2651001,265100,BG 1,4035898.47941713,11721.1678775316
22007,2651002,265100,BG 2,21388308.507135,23156.4622523426
22008,2652011,265201,BG 1,2853899.89321554,9815.69889495835
22009,2652012,265201,BG 2,1869424.8289638,6242.46235825791
22010,2652031,265203,BG 1,1730437.82856467,5387.50899977383
22011,2652032,265203,BG 2,1606762.1614514,5650.06365270232
22012,2652041,265204,BG 1,2855371.34262716,7517.68389148691
22013,2653011,265301,BG 1,10969930.149877,17809.2513063536
22014,2653012,265301,BG 2,6206842.18677815,13707.1802181621
22015,2653031,265303,BG 1,512406.345314265,2846.26503156197
22016,2653032,265303,BG 2,466709.708111295,2830.88540751162
22017,2653033,265303,BG 3,613883.689746715,3176.1284797107
22018,2653041,265304,BG 1,940161.505186796,4898.7963607539
22019,2653042,265304,BG 2,469706.799993443,3541.46240564092
22020,2653061,265306,BG 1,1003677.87499228,4613.73868459875
22021,2653071,265307,BG 1,1757484.11437686,9338.03133004656
22022,2653072,265307,BG 2,584373.402847485,3885.12284226632
22023,2654101,265410,BG 1,3797033.70629836,8494.97575361475
22024,2654102,265410,BG 2,3851007.36320579,9378.4238980112
22025,2654201,265420,BG 1,4216754.82985975,12870.3796945264
22026,2654202,265420,BG 2,3649048.86103531,10291.4304458547
22027,2655211,265521,BG 1,1029083.14282335,4496.17071055201
22028,2655212,265521,BG 2,380853.476166738,2891.47422898668
22029,2655221,265522,BG 1,1864631.88467604,6476.51025084995
22030,2655222,265522,BG 2,852963.759719153,4321.51494269066
22031,2655231,265523,BG 1,1935541.34790187,5984.05834970289
22032,2655232,265523,BG 2,1707720.24565985,5994.16024427887
22033,2655241,265524,BG 1,2048935.78356686,6197.83801100831
22034,2655242,265524,BG 2,2565860.052639,6596.88091932149
22035,2656011,265601,BG 1,3088456.34617229,11278.5020280131
22036,2656012,265601,BG 2,3618447.81356082,7633.36688696871
22037,2656021,265602,BG 1,1502178.07074594,5189.43638473469
22038,2656022,265602,BG 2,2113395.13938673,6265.20258376994
22039,2657011,265701,BG 1,9232160.17360577,15574.8318098439
22040,2657021,265702,BG 1,990774.191715018,5725.37130163521
22041,2657022,265702,BG 2,1621355.80378392,5427.54494391012
22042,2657023,265702,BG 3,1428418.28076002,4869.51076588195
22043,2671011,267101,BG 1,2354686.79141991,7188.50269667948
22044,2671012,267101,BG 2,2859236.89055751,8014.66684520884
22045,2671021,267102,BG 1,3090783.55679933,8446.7299355079
22046,2671022,267102,BG 2,3578044.67033057,8736.43662074069
22047,2672011,267201,BG 1,805431.88700503,4676.90879452338
22048,2672012,267201,BG 2,3153355.83148261,9357.18630031457
22049,2672013,267201,BG 3,2497940.22535729,6445.39829388583
22050,2672021,267202,BG 1,1710897.94463213,6357.90377635812
22051,2672022,267202,BG 2,1773428.06020304,7282.47244024504
22052,2672023,267202,BG 3,2714628.53101348,7172.6492261356
22053,2673001,267300,BG 1,1857116.61934223,5893.32535359958
22054,2673002,267300,BG 2,1366321.55418464,5733.65441975021
22055,2673003,267300,BG 3,1408221.81052882,5553.12830828259
22056,2674031,267403,BG 1,749141.772608491,3537.93565142586
22057,2674032,267403,BG 2,873525.042322548,3879.8665113388
22058,2674033,267403,BG 3,898453.61299168,3791.55992149833
22059,2674041,267404,BG 1,1863483.49780421,5970.94822780757
22060,2674042,267404,BG 2,1198220.0055122,4655.7183583207
22061,2674051,267405,BG 1,932046.403022913,4182.33507877105
22062,2674052,267405,BG 2,1368038.34477855,4845.7468840656
22063,2674061,267406,BG 1,2315885.6249164,6320.04067647413
22064,2675021,267502,BG 1,2117013.52137887,6339.16725251816
22065,2675022,267502,BG 2,2562167.28691191,6606.69405056073
22066,2675031,267503,BG 1,2126385.49296625,6123.39583986875
22067,2675041,267504,BG 1,1417465.64951511,5413.88323815112
22068,2675042,267504,BG 2,1341323.96137909,5205.41304832359
22069,2676001,267600,BG 1,2325652.34532778,6170.25139924626
22070,2676002,267600,BG 2,5371866.48767588,9655.9418818802
22071,2676003,267600,BG 3,6005814.14533665,11750.9415483373
22072,2677001,267700,BG 1,1409470.69353172,5710.30856098604
22073,2677002,267700,BG 2,7359361.74234591,12013.632757201
22074,2678001,267800,BG 1,3555896.14121992,9202.27651051815
22075,2678002,267800,BG 2,3442882.9650186,7453.81939445079
22076,2678003,267800,BG 3,5392363.57714184,9656.83177698352
22077,2679011,267901,BG 1,10403318.3562906,15652.0196547692
22078,2679012,267901,BG 2,1648178.01464979,7790.08394964379
22079,2679021,267902,BG 1,3874357.1396746,7873.84630570875
22080,2679022,267902,BG 2,2426557.2147198,6316.62683294533
22081,2679023,267902,BG 3,2074066.00473402,5961.78297922151
22082,2690001,269000,BG 1,3814796.57462422,8691.16294925907
22083,2690002,269000,BG 2,4461652.90192548,10944.4358312213
22084,2690003,269000,BG 3,2593619.63583009,6954.63240293897
22085,2690004,269000,BG 4,10137372.5826017,17377.9846671487
22086,2690005,269000,BG 5,3692826.33144732,9355.81712917314
22087,2691001,269100,BG 1,3745740.54963861,8911.44721714061
22088,2691002,269100,BG 2,1208332.85511234,5000.51813666446
22089,2691003,269100,BG 3,2208844.97932967,6275.29689259084
22090,2691004,269100,BG 4,1870789.99856455,6080.82586829561
22091,2693001,269300,BG 1,11289642.1681206,15379.0367226227
22092,2693002,269300,BG 2,3078879.1869431,8163.82864770495
22093,2693003,269300,BG 3,4696547.8735911,9945.22571129263
22094,2693004,269300,BG 4,2255026.25986046,7382.44145690539
22095,2693005,269300,BG 5,2452285.83785648,6684.48679685153
22096,2695001,269500,BG 1,2983242.72963102,8184.07313892263
22097,2695002,269500,BG 2,2712261.32152589,8532.65609200884
22098,2695003,269500,BG 3,5543804.82817056,13450.2784888703
22099,2695004,269500,BG 4,3660055.39392574,8121.81310235254
22100,2696011,269601,BG 1,671630.522164906,3392.03895993116
22101,2696012,269601,BG 2,1041950.64062436,4535.05061855594
22102,2696013,269601,BG 3,1877838.16043998,6101.12826055969
22103,2696021,269602,BG 1,1668744.38955811,5275.97019066669
22104,2696022,269602,BG 2,1459137.62728941,7509.15585973047
22105,2697001,269700,BG 1,3194302.81419747,8531.02719046291
22106,2697002,269700,BG 2,2637575.44982736,7053.051096867
22107,2697003,269700,BG 3,1938224.75207289,6349.1260652857
22108,2697004,269700,BG 4,1891587.07015937,6425.23184420541
22109,2698001,269800,BG 1,2871505.19471479,9365.46479693721
22110,2698002,269800,BG 2,2156146.60293226,7889.25047683418
22111,2699031,269903,BG 1,1053109.32452372,4119.45799415928
22112,2699032,269903,BG 2,2001970.54721997,5820.92849492125
22113,2699051,269905,BG 1,1703963.54201669,8272.14720175542
22114,2699052,269905,BG 2,858157.578328943,3729.87331467308
22115,2699061,269906,BG 1,999968.822223914,4744.66712817541
22116,2699062,269906,BG 2,1238864.84246973,4500.09008329008
22117,2699071,269907,BG 1,1226540.22047994,5016.09176872394
22118,2699072,269907,BG 2,1752852.09921566,6171.19525937077
22119,2699081,269908,BG 1,1271194.94779743,6669.74920809564
22120,2699082,269908,BG 2,531235.326183898,3199.55821083525
22121,2699091,269909,BG 1,479448.494691075,2772.68269407304
22122,2699092,269909,BG 2,1349323.25583857,4650.11693250743
22123,2701011,270101,BG 1,2893762.54860743,7708.24010578093
22124,2701012,270101,BG 2,1137430.35400743,5415.95240078109
22125,2701021,270102,BG 1,961335.582791756,6048.10727253516
22126,2701022,270102,BG 2,1151862.48766099,4771.43754623465
22127,2702001,270200,BG 1,2584575.00683285,7486.85947323859
22128,2702002,270200,BG 2,2731420.6468441,6902.51492174157
22129,2702003,270200,BG 3,2909816.8892453,7425.67703842
22130,2703001,270300,BG 1,5024755.6430444,10535.8228215147
22131,2703002,270300,BG 2,5486550.84632195,11288.8923428463
22132,2711001,271100,BG 1,3271215.72048986,8151.7101708591
22133,2711002,271100,BG 2,2589732.32795949,6907.98860330445
22134,2711003,271100,BG 3,2797240.27637777,7223.28383656394
22135,2712001,271200,BG 1,2674398.34856945,9382.50700168438
22136,2712002,271200,BG 2,2970929.81754177,10348.5606237145
22137,2713001,271300,BG 1,4290677.73084451,11730.9616617007
22138,2713002,271300,BG 2,3055415.06132445,7932.3119745403
22139,2713003,271300,BG 3,3726193.0332841,8490.96259841721
22140,2713004,271300,BG 4,4754702.4447498,11642.8805954649
22141,2714001,271400,BG 1,2454938.41155798,6399.30602147907
22142,2714002,271400,BG 2,3683993.34927809,9374.75858161694
22143,2714003,271400,BG 3,6229348.67048985,12593.733649894
22144,2715001,271500,BG 1,2308143.44305747,9522.8999051272
22145,2715002,271500,BG 2,2599598.83006154,7717.21881408536
22146,2715003,271500,BG 3,4888212.50960373,10564.1727334029
22147,2716001,271600,BG 1,1530736.00387292,6694.96969136618
